player.name,season,player.team.code,player.team.tvCodes,player.team.name,minutesPlayed,cluster,cluster_prob_max,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,Height,offensiveReboundsPercentage,defensiveReboundsPercentage,assistsRatio,turnoversRatio,blocks,steals,pointsScored,usageProxy,pir,freeThrowsRate,freeThrowsPercentage,fieldGoalsAttempted,twoPointersPercentage,threePointersPercentage,3FGA_Pct,Corner_3FGA_Pct,0_1m_FGA_Pct,1_3.5m_FGA_Pct,3.5m_3pt_FGA_Pct
"MATHEWS, JONAH",2022,ASV,ASV,LDLC ASVEL Villeurbanne,22.844086021505376,1,0.9775233236710243,0.022476674173879746,0.9775233236710243,2.1550957818823677e-09,0.0,191.0,0.0139999999999999,0.068,0.153,0.103,0.2,4.8,78.7,0.5909625794304543,53.6,0.192,0.855,68.6,0.513,0.3,34.84,11.0,3.14,32.06,29.97
"HALL, DEVON",2022,MIL,EA7,EA7 Emporio Armani Milan,30.016666666666666,1,0.9999590956338472,3.6440848625088034e-07,0.9999590956338472,4.053995766661847e-05,0.0,196.0,0.016,0.086,0.198,0.154,1.0,7.5,66.9,0.3897834536368684,62.5,0.311,0.846,57.099999999999994,0.43,0.321,48.5,17.28,3.59,33.53,14.37
"BUTKEVICIUS, ARNAS",2022,ZAL,ZAL,Zalgiris Kaunas,22.546396396396396,1,0.995524665175647,6.416168179245934e-59,0.995524665175647,0.004475334824354603,0.0,199.0,0.053,0.147,0.22,0.162,3.6,15.1,70.3,0.3326473937626116,98.8,0.507,0.873,50.5,0.562,0.254,47.86,32.84,10.0,40.71,1.43
"LIGHTY, DAVID",2022,ASV,ASV,LDLC ASVEL Villeurbanne,22.817261904761903,1,0.9933047310285761,0.004639830682864365,0.9933047310285761,0.002055438288559333,0.0,197.0,0.044,0.089,0.146,0.136,0.4,7.1,80.7,0.4382646805624397,74.3,0.337,0.7290000000000001,62.5,0.471,0.426,30.86,20.37,5.14,40.0,24.0
"WEILER-BABB, NICK",2022,MUN,BAY,FC Bayern Munich,25.46021505376344,0,0.9999937573312818,0.9999937573312818,1.2551747356734522e-06,4.987493982226359e-06,0.0,197.0,0.0409999999999999,0.124,0.186,0.067,2.4,6.1,72.5,0.416335839175606,70.4,0.139,0.7809999999999999,70.4,0.416,0.331,56.28,10.0,2.16,19.91,21.65
"BELINELLI, MARCO",2022,VIR,VIR,Virtus Bologna,16.914285714285715,0,0.9999939327350045,0.9999939327350045,6.067264080304213e-06,9.154289414829908e-13,0.0,194.0,0.011,0.089,0.11,0.057,0.0,4.8,99.7,0.5912162162162162,75.4,0.193,0.935,76.8,0.4529999999999999,0.407,67.08,3.7,1.24,14.29,17.39
"HOMMES, DAULTON",2022,BAS,BKN,Baskonia Vitoria-Gasteiz,19.870967741935484,2,0.793744159493598,0.20625584050640164,6.974416912570244e-16,0.793744159493598,0.0,204.0,0.039,0.129,0.196,0.096,5.2,4.4,87.0,0.4025974025974026,93.8,0.331,0.902,61.7,0.5870000000000001,0.361,70.13,5.56,3.9,17.53,8.44
"LOPEZ-AROSTEGUI, XABI",2022,PAM,VBC,Valencia Basket,18.76451612903226,2,0.9965389229266682,1.6660285241951313e-06,0.003459411044808145,0.9965389229266682,0.0,198.0,0.0579999999999999,0.16,0.1639999999999999,0.178,0.0,7.6,73.6,0.4742994670792504,85.6,0.359,0.875,56.8,0.442,0.377,39.1,22.95,12.18,42.95,5.77
"GRIGONIS, MARIUS",2022,PAN,PAO,Panathinaikos AKTOR Athens,17.90679012345679,1,0.9999999999995737,3.1291557484765754e-45,0.9999999999995737,4.266026812904147e-13,0.0,198.0,0.021,0.084,0.174,0.134,0.0,4.5,89.1,0.5081871143438244,83.4,0.5429999999999999,0.84,55.9,0.434,0.435,61.59,4.71,0.72,25.36,12.32
"WEBB III, JAMES",2022,PAM,VBC,Valencia Basket,21.503125,0,0.9999999994310684,0.9999999994310684,8.705877865600991e-27,5.689323370970926e-10,0.0,204.0,0.051,0.193,0.07,0.085,4.7,10.9,99.8,0.3720389478273506,95.1,0.1159999999999999,0.583,80.4,0.609,0.384,66.67,28.99,14.49,16.43,2.42
"HINES, KYLE",2022,MIL,EA7,EA7 Emporio Armani Milan,18.807843137254903,3,1.0,4.3495736773818245e-102,2.4724951080111103e-171,1.488914394483093e-16,1.0,198.0,0.092,0.139,0.2269999999999999,0.118,10.0,8.6,84.3,0.3456005004170142,118.7,0.297,0.684,58.0,0.635,0.0,1.56,0.0,20.31,66.41,11.72
"KALINIC, NIKOLA",2022,BAR,BAR,FC Barcelona,22.525438596491227,0,0.9213356842566499,0.9213356842566499,0.03910154135450797,0.039562774388841745,0.0,202.0,0.0409999999999999,0.141,0.198,0.144,1.9,8.0,77.6,0.3640328673234939,93.9,0.272,0.7,58.7,0.5329999999999999,0.405,42.93,6.33,8.15,39.67,9.24
"WOLTERS, NATE",2022,PAN,PAO,Panathinaikos AKTOR Athens,21.16231884057971,1,0.9206035788684922,0.07939641743177864,0.9206035788684922,3.699729464320726e-09,0.0,193.0,0.0279999999999999,0.107,0.254,0.077,0.8,5.8,70.0,0.5339679495959457,68.5,0.108,0.833,63.900000000000006,0.491,0.352,32.53,11.11,5.42,52.41,9.64
"HAYES, KEVARRIUS",2022,ZAL,ZAL,Zalgiris Kaunas,17.645945945945947,3,0.9999999999884381,2.5029287730811093e-84,2.6442966879864806e-231,1.1562067535307303e-11,0.9999999999884381,206.0,0.156,0.154,0.078,0.131,15.2,11.8,86.3,0.3513554908868126,125.0,0.372,0.7240000000000001,68.0,0.5,0.0,0.0,0.0,20.51,63.46,16.03
"KOUMADJE, KHALIFA",2022,BER,BER,ALBA Berlin,13.246236559139785,3,0.9999999999982441,1.899115680863572e-138,0.0,1.7563931207803267e-12,0.9999999999982441,221.0,0.128,0.195,0.042,0.156,19.2,5.4,111.4,0.4076629596558162,144.3,0.353,0.537,69.4,0.7070000000000001,0.0,0.0,0.0,43.97,54.31,1.72
"HACKETT, DANIEL",2022,VIR,VIR,Virtus Bologna,21.935416666666665,1,0.999999999909523,9.678267426365048e-85,0.999999999909523,9.047765987491686e-11,0.0,193.0,0.016,0.0969999999999999,0.299,0.186,0.6,6.1,65.5,0.4422072371545256,82.6,0.466,0.758,42.7,0.586,0.397,47.37,11.11,3.76,36.84,12.03
"TYUS, ALEX",2022,ASV,ASV,LDLC ASVEL Villeurbanne,17.829333333333334,3,0.9999999999999964,1.5484503452224298e-125,2.29106e-318,4.529640117955009e-15,0.9999999999999964,204.0,0.109,0.1939999999999999,0.075,0.157,15.7,9.7,106.2,0.3028716721507627,151.0,0.322,0.621,67.2,0.6970000000000001,0.0,1.11,0.0,28.89,57.78,12.22
"DOBRIC, OGNJEN",2022,RED,CZV,Crvena Zvezda Meridianbet Belgrade,23.700000000000003,0,0.9994348270825176,0.9994348270825176,0.0005640280530090355,1.1448644733821669e-06,0.0,200.0,0.034,0.096,0.135,0.085,0.0,4.4,84.2,0.4936708860759493,69.3,0.131,0.743,73.69999999999999,0.561,0.324,50.75,10.29,4.85,39.55,4.85
"POIRIER, VINCENT",2022,MAD,RMB,Real Madrid,14.646354166666669,2,1.0,8.243282666388095e-19,3.192624122443971e-187,1.0,0.0,213.0,0.132,0.188,0.092,0.138,15.4,4.6,99.4,0.4164859002169196,134.7,0.437,0.727,64.6,0.612,0.4,3.97,20.0,26.98,58.73,10.32
"MICKEY, JORDAN",2022,VIR,VIR,Virtus Bologna,22.016666666666666,2,0.9107724507160045,0.0892275492839963,3.5384542256547327e-33,0.9107724507160045,0.0,202.99999999999997,0.052,0.172,0.081,0.136,7.1,7.8,79.6,0.4178652535957607,89.1,0.2289999999999999,0.792,71.2,0.51,0.254,31.9,8.96,11.43,44.76,11.9
"BENTIL, BENJAMIN",2022,RED,CZV,Crvena Zvezda Meridianbet Belgrade,20.227777777777774,0,0.8057708978030256,0.8057708978030256,0.023660525629145966,0.17056857656782862,0.0,206.0,0.068,0.1639999999999999,0.109,0.135,2.0,6.6,83.3,0.499313375446306,81.6,0.3,0.721,66.8,0.489,0.375,35.47,23.61,7.39,44.83,12.32
"LUNDBERG, IFFE",2022,VIR,VIR,Virtus Bologna,20.62471264367816,1,0.9424554070946146,0.05753975941435762,0.9424554070946146,4.833491027728782e-06,0.0,193.0,0.015,0.11,0.1939999999999999,0.118,0.0,6.6,76.3,0.509098002062028,79.6,0.267,0.86,61.5,0.562,0.297,48.66,4.4,4.28,33.16,13.9
"HOWARD, MARKUS",2022,BAS,BKN,Baskonia Vitoria-Gasteiz,20.524242424242424,1,0.9999988993509161,1.1006490839961304e-06,0.9999988993509161,2.131485237643864e-22,0.0,180.0,0.013,0.063,0.077,0.1,0.0,3.7,92.4,0.7503322013878636,54.6,0.2319999999999999,0.8859999999999999,74.7,0.46,0.365,63.42,10.37,1.32,23.68,11.58
"HIGGINS, CORY",2022,BAR,BAR,FC Barcelona,19.822916666666668,1,0.9999909064015535,3.2753545088368686e-10,0.9999909064015535,9.0932709110436e-06,0.0,196.0,0.031,0.11,0.153,0.144,1.1,7.6,78.3,0.5599579611140304,78.9,0.38,0.84,60.3,0.469,0.349,38.97,10.84,2.82,34.27,23.94
"NUNNALLY, JAMES",2022,PAR,PAR,Partizan Mozzart Bet Belgrade,22.36036036036036,0,0.8338537822621812,0.8338537822621812,0.1659455523888492,0.00020066534896968577,0.0,200.99999999999997,0.025,0.0969999999999999,0.174,0.11,1.9,5.4,90.9,0.4516921837228042,87.2,0.254,0.885,64.4,0.58,0.405,50.42,14.05,4.17,28.75,16.67
"BRAZDEIKIS, IGNAS",2022,ZAL,ZAL,Zalgiris Kaunas,22.41190476190476,1,0.7452129285955563,0.2547719714304075,0.7452129285955563,1.5099974036097168e-05,0.0,200.0,0.043,0.1169999999999999,0.095,0.1009999999999999,1.0,2.7,84.3,0.6157441835759057,64.0,0.233,0.805,72.9,0.49,0.313,28.12,16.16,7.1,54.26,10.51
"MCKISSIC, SHAQUIELLE",2022,OLY,OLY,Olympiacos Piraeus,17.674796747967477,1,0.9995854106336969,0.00036378505156241085,0.9995854106336969,5.0804314740515216e-05,0.0,196.0,0.03,0.069,0.158,0.088,0.3,8.5,92.7,0.5488040478380866,91.2,0.381,0.684,64.6,0.6809999999999999,0.319,46.3,21.01,13.23,34.24,6.23
"SORKIN, ROMAN",2022,TEL,MTA,Maccabi Rapyd Tel Aviv,16.300462962962964,2,1.0,9.811096610265084e-43,4.1090384398339625e-166,1.0,0.0,208.0,0.121,0.098,0.125,0.0819999999999999,12.1,5.2,106.3,0.392626885171405,138.3,0.317,0.667,69.5,0.696,0.154,8.07,0.0,26.71,62.73,2.48
"GUDAITIS, ARTURAS",2022,PAN,PAO,Panathinaikos AKTOR Athens,17.347126436781608,3,0.9999999999999996,5.316262139986211e-146,3.242383380458757e-115,3.578221317801568e-16,0.9999999999999996,211.0,0.123,0.13,0.075,0.108,6.1,7.1,102.7,0.4208189769414259,122.0,0.805,0.524,60.3,0.6409999999999999,0.0,0.0,0.0,32.03,65.62,2.34
"HARPER, JARED",2022,PAM,VBC,Valencia Basket,17.832795698924734,1,1.0,3.66869317624048e-63,1.0,2.885738896971986e-24,0.0,179.0,0.009,0.052,0.231,0.12,0.2,3.2,72.7,0.7962856884440289,62.7,0.534,0.823,52.6,0.444,0.331,53.45,10.48,12.07,28.88,5.6
"WINSTON, CASSIUS",2022,MUN,BAY,FC Bayern Munich,19.373563218390807,1,0.9999999377010279,6.229897174090407e-08,0.9999999377010279,6.447382260843796e-16,0.0,185.0,0.026,0.108,0.204,0.106,0.6,4.8,66.7,0.8516760605161672,54.2,0.294,0.895,61.1,0.409,0.282,39.93,6.84,1.71,43.34,15.02
"WALDEN, COREY",2022,MUN,BAY,FC Bayern Munich,19.339655172413792,1,0.9999999906041489,6.172247497263377e-17,0.9999999906041489,9.395851228266622e-09,0.0,189.0,0.018,0.0969999999999999,0.2,0.115,0.9,7.9,77.1,0.5894624231077829,79.5,0.426,0.8640000000000001,57.599999999999994,0.492,0.32,65.79,7.2,2.11,22.63,9.47
"RIVERO, JASIEL",2022,PAM,VBC,Valencia Basket,18.82430555555556,2,1.0,1.4045090533344945e-27,2.5683419125068607e-46,1.0,0.0,202.99999999999997,0.118,0.111,0.0559999999999999,0.146,2.6,8.1,96.8,0.5152912531818348,94.2,0.5529999999999999,0.711,64.2,0.581,0.214,9.33,7.14,30.0,53.33,7.33
"HEZONJA, MARIO",2022,MAD,RMB,Real Madrid,20.53803418803419,0,0.9998903440425538,0.9998903440425538,0.00010804305901989652,1.6128984263407244e-06,0.0,202.99999999999997,0.017,0.145,0.1,0.114,1.4,6.3,96.2,0.5355916685740444,83.6,0.201,0.758,72.2,0.511,0.433,57.61,11.24,5.83,25.57,11.0
"PIERRE, DYSHAWN",2022,ULK,FBB,Fenerbahce Beko Istanbul,22.794252873563217,0,0.9999993313135567,0.9999993313135567,5.619579590874916e-17,6.686864435184586e-07,0.0,198.0,0.064,0.133,0.183,0.1119999999999999,2.4,4.0,83.3,0.3772880843124401,107.7,0.177,0.586,65.4,0.479,0.486,42.68,48.57,7.93,48.17,1.22
"HUNTER, OTHELLO",2022,MUN,BAY,FC Bayern Munich,17.911805555555556,2,0.9982577057576781,0.0017422942423214736,3.4230871202873574e-27,0.9982577057576781,0.0,204.0,0.126,0.1939999999999999,0.123,0.123,4.4,6.9,91.2,0.4745473578102586,110.3,0.123,0.778,71.6,0.5489999999999999,0.436,37.67,16.36,15.07,35.62,11.64
"SMITS, ROLANDS",2022,ZAL,ZAL,Zalgiris Kaunas,23.376576576576575,0,0.9326051772022302,0.9326051772022302,5.2383883579575594e-09,0.06739481755938143,0.0,206.99999999999997,0.079,0.1689999999999999,0.1009999999999999,0.132,1.3,3.9,93.2,0.4448897795591183,90.1,0.203,0.855,70.4,0.5760000000000001,0.3829999999999999,44.28,31.67,10.7,38.01,7.01
"JAITEH, MAM",2022,VIR,VIR,Virtus Bologna,18.61565656565657,3,0.9999999999969624,8.508034860313048e-93,3.8681560875402476e-104,3.0380457175838027e-12,0.9999999999969624,211.0,0.1119999999999999,0.196,0.076,0.168,2.6,6.2,90.7,0.4942076562033695,104.5,0.44,0.565,63.4,0.591,0.0,0.0,0.0,20.21,74.09,5.7
"SEDEKERSKIS, TADAS",2022,BAS,BKN,Baskonia Vitoria-Gasteiz,18.66449275362319,2,0.9988530653534418,0.001146934646559994,1.324218728357262e-19,0.9988530653534418,0.0,200.0,0.065,0.195,0.171,0.086,0.0,14.0,104.9,0.300034941957526,173.4,0.3779999999999999,0.871,63.8,0.722,0.357,34.15,14.29,18.29,43.9,3.66
"BRYANT, ELIJAH",2022,IST,EFS,Anadolu Efes Istanbul,22.687745098039215,0,0.8886433272780769,0.8886433272780769,3.5773355994468134e-06,0.1113530953863235,0.0,196.0,0.042,0.181,0.159,0.146,3.7,7.6,88.1,0.4231359246375559,102.4,0.243,0.86,62.8,0.605,0.39,37.38,22.08,4.37,53.4,4.85
"MOTIEJUNAS, DONATAS",2022,MCO,ASM,AS Monaco,17.798780487804876,2,0.9999999998904539,4.3930028361577397e-11,6.561694425211608e-11,0.9999999998904539,0.0,213.0,0.0819999999999999,0.168,0.095,0.098,1.1,3.6,96.7,0.4944158958547449,113.7,0.3829999999999999,0.5579999999999999,69.1,0.635,0.25,16.13,2.5,4.44,75.81,3.63
"OLINDE, LOUIS",2022,BER,BER,ALBA Berlin,22.316666666666663,0,0.928589696863601,0.928589696863601,1.5218691952225584e-09,0.07141030161452955,0.0,204.99999999999997,0.06,0.157,0.127,0.127,3.8,7.2,93.4,0.3898431665421957,114.2,0.318,0.7959999999999999,65.4,0.589,0.391,41.56,10.94,10.39,40.91,7.14
"ZIZIC, ANTE",2022,IST,EFS,Anadolu Efes Istanbul,15.680645161290323,3,0.9999999999999982,1.8299147756321445e-118,2.435209979449719e-190,2.5575003158722007e-15,0.9999999999999982,210.0,0.128,0.162,0.105,0.09,4.8,6.2,114.2,0.433655626414318,147.5,0.379,0.655,69.0,0.703,0.0,0.0,0.0,25.52,73.1,1.38
"CALATHES, NICK",2022,ULK,FBB,Fenerbahce Beko Istanbul,25.664957264957263,1,0.9989695613107106,0.0010304386882516274,0.9989695613107106,1.0374547072188018e-12,0.0,196.0,0.021,0.17,0.324,0.144,0.2,7.1,53.1,0.5883508725189823,66.4,0.114,0.382,50.599999999999994,0.503,0.336,37.92,13.27,5.37,48.32,8.39
"WILBEKIN, SCOTTIE",2022,ULK,FBB,Fenerbahce Beko Istanbul,23.666,1,0.9734201150980185,0.026579884898540698,0.9734201150980185,3.4406951811644526e-12,0.0,188.0,0.01,0.076,0.185,0.094,0.3,7.1,79.2,0.5915659596044959,72.1,0.193,0.733,66.4,0.506,0.357,66.09,13.64,2.58,24.46,6.87
"MITROVIC, LUKA",2022,RED,CZV,Crvena Zvezda Meridianbet Belgrade,18.906451612903226,2,1.0,1.5153818940681176e-197,2.507945362157461e-194,1.0,0.0,206.0,0.1119999999999999,0.172,0.21,0.152,2.2,2.9,85.0,0.4707387817778536,114.3,0.456,0.687,53.2,0.637,1.0,0.68,0.0,19.05,78.23,2.04
"LEE, PARIS",2022,PAN,PAO,Panathinaikos AKTOR Athens,27.162121212121217,1,0.9999999094581018,9.054132116357003e-08,0.9999999094581018,5.771165408474566e-13,0.0,183.0,0.009,0.074,0.233,0.121,0.0,8.3,67.5,0.6074636023874601,62.4,0.306,0.8109999999999999,56.9,0.432,0.3329999999999999,55.16,8.77,2.9,38.06,3.87
"PAPANIKOLAOU, KOSTAS",2022,OLY,OLY,Olympiacos Piraeus,25.33464912280702,0,0.9951402752197318,0.9951402752197318,0.000745320551963772,0.0041144042283046845,0.0,204.0,0.038,0.143,0.191,0.14,1.6,7.0,88.4,0.3868220140920658,105.3,0.211,0.7290000000000001,61.3,0.647,0.429,55.26,17.46,11.84,32.02,0.88
"TEODOSIC, MILOS",2022,VIR,VIR,Virtus Bologna,19.492307692307698,1,1.0,2.6979681063270052e-49,1.0,2.8310871448156304e-24,0.0,195.0,0.018,0.076,0.3379999999999999,0.187,0.4,3.3,58.6,0.9080505130228884,59.5,0.362,0.897,40.9,0.435,0.3939999999999999,75.53,2.11,1.06,14.89,8.51
"THIEMANN, JOHANNES",2022,BER,BER,ALBA Berlin,17.788095238095238,2,0.9999999997879208,1.8826131078508885e-14,2.1206050448426715e-10,0.9999999997879208,0.0,204.99999999999997,0.088,0.18,0.132,0.146,1.1,4.8,81.6,0.5509302636862535,108.4,0.442,0.795,60.400000000000006,0.5479999999999999,0.231,23.64,17.95,14.55,54.55,7.27
"LO, MAODO",2022,BER,BER,ALBA Berlin,21.946153846153848,1,0.9997745255126615,0.00022547448649811274,0.9997745255126615,8.401775030890077e-13,0.0,192.0,0.0139999999999999,0.076,0.192,0.11,0.0,4.1,77.0,0.6834910620399579,70.6,0.248,0.836,63.0,0.483,0.354,52.85,5.38,4.88,39.02,3.25
"COSTELLO, MATTHEW",2022,BAS,BKN,Baskonia Vitoria-Gasteiz,20.051470588235293,2,0.9986386246457707,0.0013613753542294602,7.81259088996868e-58,0.9986386246457707,0.0,208.0,0.077,0.1639999999999999,0.148,0.107,9.0,5.8,91.7,0.5037037037037037,105.6,0.32,0.708,65.30000000000001,0.64,0.36,50.67,0.88,11.56,32.0,5.78
"SMITH, JALEEN",2022,BER,BER,ALBA Berlin,24.63225806451613,1,0.923146974595839,0.076853023424514,0.923146974595839,1.979647066040096e-09,0.0,193.0,0.037,0.09,0.184,0.098,1.4,5.5,81.2,0.5764798323729701,75.7,0.211,0.836,65.7,0.471,0.374,64.71,10.7,2.08,26.64,6.57
"OJELEYE, SEMI",2022,VIR,VIR,Virtus Bologna,23.556944444444444,0,0.9997736331045747,0.9997736331045747,3.3356736344018125e-06,0.00022303122179093908,0.0,202.99999999999997,0.043,0.153,0.068,0.086,1.4,5.9,114.0,0.3905430104357054,117.6,0.2769999999999999,0.87,75.4,0.589,0.461,45.78,25.0,9.04,36.75,8.43
"LAPROVITTOLA, NICOLAS",2022,BAR,BAR,FC Barcelona,23.716239316239314,1,0.9999999999999267,3.9944868703626525e-20,0.9999999999999267,7.324559135896792e-14,0.0,192.0,0.031,0.084,0.304,0.145,0.0,4.4,69.3,0.6324780164336169,73.7,0.322,0.868,48.3,0.479,0.418,66.78,7.41,3.53,26.15,3.53
"DIALLO, ALPHA",2022,MCO,ASM,AS Monaco,24.757723577235772,2,0.9864213330664265,0.003862135238364354,0.009716531695208998,0.9864213330664265,0.0,200.99999999999997,0.067,0.1369999999999999,0.157,0.1009999999999999,2.5,10.0,82.3,0.5129712334165243,87.1,0.372,0.75,63.7,0.5329999999999999,0.298,31.23,12.5,12.01,45.05,11.71
"BARON, BILLY",2022,MIL,EA7,EA7 Emporio Armani Milan,25.110555555555557,1,0.9999909263906056,9.066754949183615e-06,0.9999909263906056,6.854445155872757e-09,0.0,188.0,0.013,0.102,0.174,0.115,0.3,5.0,92.2,0.4739042899179185,93.4,0.324,0.875,62.3,0.588,0.4029999999999999,69.37,14.29,1.35,19.37,9.91
"NEDOVIC, NEMANJA",2022,RED,CZV,Crvena Zvezda Meridianbet Belgrade,20.944444444444443,1,0.9999811523003328,1.8847699667285603e-05,0.9999811523003328,7.081681449596215e-19,0.0,192.0,0.011,0.061,0.1669999999999999,0.095,0.2,3.8,76.3,0.8355437665782494,64.2,0.2769999999999999,0.86,65.69999999999999,0.503,0.28,50.65,5.73,3.55,40.0,5.81
"BEAUBOIS, RODRIGUE",2022,IST,EFS,Anadolu Efes Istanbul,25.258888888888887,0,0.9999949499476051,0.9999949499476051,2.5525275176894686e-42,5.050052394614295e-06,0.0,195.0,0.012,0.088,0.184,0.0819999999999999,7.2,10.3,97.8,0.4354902564553732,101.8,0.099,0.87,70.3,0.5820000000000001,0.486,47.64,25.23,3.86,28.33,20.17
"MELLI, NICOLO",2022,MIL,EA7,EA7 Emporio Armani Milan,25.298958333333335,0,0.927680942115014,0.927680942115014,3.6108645419704585e-14,0.07231905788494969,0.0,204.0,0.065,0.1889999999999999,0.141,0.124,3.7,10.4,85.4,0.3676040680199283,121.8,0.272,0.66,65.6,0.5710000000000001,0.362,35.38,13.04,14.36,36.41,13.85
"YABUSELE, GUERSCHON",2022,MAD,RMB,Real Madrid,23.79367816091954,0,0.9493760904991377,0.9493760904991377,1.8252732837565847e-06,0.05062208422757851,0.0,198.0,0.049,0.139,0.132,0.102,3.0,7.8,95.1,0.4286852974565831,111.7,0.352,0.71,66.3,0.5670000000000001,0.421,38.78,7.89,10.71,38.27,12.24
"PAPAGIANNIS, GEORGIOS",2022,PAN,PAO,Panathinaikos AKTOR Athens,23.73030303030303,2,1.0,8.719632539162358e-22,2.0360074238694253e-187,1.0,0.0,220.00000000000003,0.081,0.206,0.081,0.141,14.1,4.6,99.0,0.3624058230111097,132.8,0.176,0.75,72.2,0.595,0.486,18.05,0.0,30.24,39.02,12.68
"DAVIES, BRANDON",2022,MIL,EA7,EA7 Emporio Armani Milan,18.39444444444445,1,0.9536817997271704,3.7057648819072235e-32,0.9536817997271704,0.04631820027283023,0.0,208.0,0.059,0.153,0.157,0.139,2.5,5.2,83.6,0.6632437330111747,94.0,0.511,0.703,57.5,0.55,0.35,8.66,5.0,9.96,53.68,27.71
"WALKUP, THOMAS",2022,OLY,OLY,Olympiacos Piraeus,25.095528455284555,1,0.9999900089122594,9.991087740585547e-06,0.9999900089122594,7.418303438284204e-17,0.0,193.0,0.033,0.102,0.4,0.131,0.9,12.5,51.7,0.5618530817202558,81.7,0.162,0.8540000000000001,43.8,0.541,0.3329999999999999,47.43,13.33,4.35,31.62,16.6
"SHENGELIA, TORNIKE",2022,VIR,VIR,Virtus Bologna,22.619565217391305,2,0.9999920701839887,2.23219282539363e-46,7.929816009859432e-06,0.9999920701839887,0.0,206.0,0.047,0.12,0.2339999999999999,0.156,2.9,6.8,70.7,0.5924074963959635,86.3,0.471,0.753,50.5,0.488,0.462,16.77,0.0,9.03,67.1,7.1
"VESELY, JAN",2022,BAR,BAR,FC Barcelona,20.04122807017544,3,0.9999999996923972,7.987689808855004e-97,6.030447904768592e-113,3.07602638643249e-10,0.9999999996923972,213.0,0.078,0.1669999999999999,0.145,0.1159999999999999,2.6,8.0,91.5,0.5089508469383288,114.0,0.347,0.7909999999999999,64.1,0.581,0.0,0.81,0.0,20.97,49.6,28.63
"NEBO, JOSH",2022,TEL,MTA,Maccabi Rapyd Tel Aviv,21.63632478632479,3,0.9999999999996412,6.578147884671513e-111,1.0939408252638258e-192,3.5853009398809704e-13,0.9999999999996412,204.99999999999997,0.119,0.206,0.086,0.125,7.5,5.7,103.6,0.3327737067688479,163.1,0.52,0.613,64.2,0.648,0.0,0.0,0.0,40.22,52.51,7.26
"ULANOVAS, EDGARAS",2022,ZAL,ZAL,Zalgiris Kaunas,28.175225225225223,1,0.9956686399065969,8.87389058514695e-34,0.9956686399065969,0.004331360093402793,0.0,199.0,0.057,0.088,0.186,0.158,0.4,6.5,76.9,0.4684966985883068,88.8,0.479,0.835,54.2,0.473,0.395,30.57,4.94,4.15,53.21,12.08
"OKOBO, ELIE",2022,MCO,ASM,AS Monaco,26.00365853658537,1,0.9999999935152202,4.1023350615378304e-27,0.9999999935152202,6.484779822404749e-09,0.0,191.0,0.013,0.089,0.2189999999999999,0.127,1.2,6.3,76.8,0.6306804858603384,73.2,0.435,0.8370000000000001,54.9,0.529,0.335,44.57,3.05,4.35,41.58,9.51
"WILLIAMS, DERRICK",2022,PAN,PAO,Panathinaikos AKTOR Athens,29.330392156862747,0,0.9837755761192712,0.9837755761192712,0.005715870990425031,0.010508552890303747,0.0,202.99999999999997,0.043,0.119,0.094,0.107,1.1,6.2,95.8,0.4398168265534646,93.8,0.312,0.7190000000000001,70.30000000000001,0.57,0.38,48.7,21.33,13.31,25.0,12.99
"VILDOZA, LUCA",2022,RED,CZV,Crvena Zvezda Meridianbet Belgrade,24.24137931034483,1,0.9999999945819571,5.3665658205102335e-09,0.9999999945819571,5.147696210532268e-11,0.0,191.0,0.022,0.107,0.223,0.149,0.4,8.0,71.5,0.726031294452347,69.4,0.283,0.901,55.900000000000006,0.489,0.355,54.2,4.52,2.45,32.52,10.84
"FALL, MOUSTAPHA",2022,OLY,OLY,Olympiacos Piraeus,22.04125,3,1.0,3.278974228048175e-182,1.2848381287139635e-202,1.2383033371239053e-20,1.0,218.00000000000003,0.099,0.175,0.241,0.159,9.6,6.4,83.8,0.3901775080814382,142.1,0.509,0.523,49.0,0.722,0.0,0.0,0.0,43.2,55.62,1.18
"HALL, DONTA",2022,MCO,ASM,AS Monaco,18.635365853658534,3,0.9999999999999982,8.324608050164391e-143,0.0,2.310206413774349e-15,0.9999999999999982,206.99999999999997,0.129,0.23,0.081,0.081,14.5,7.7,124.2,0.3219684575616779,203.3,0.557,0.71,67.4,0.7290000000000001,0.0,0.6,0.0,43.11,50.3,5.99
"FALL, YOUSSOUPHA",2022,ASV,ASV,LDLC ASVEL Villeurbanne,19.93921568627451,3,1.0,1.015107211403244e-122,2.8230916758002886e-161,4.598084897928789e-16,1.0,221.0,0.142,0.245,0.032,0.159,4.0,3.2,114.2,0.4112498770773921,152.8,0.547,0.6970000000000001,65.2,0.685,0.0,0.0,0.0,19.89,79.56,0.55
"SATORANSKY, TOMAS",2022,BAR,BAR,FC Barcelona,24.44861111111111,1,0.9998596991391048,2.128397577078131e-14,0.9998596991391048,0.0001403008608739258,0.0,200.99999999999997,0.044,0.148,0.3379999999999999,0.142,0.7,5.5,66.6,0.5194569107538488,99.5,0.295,0.823,46.099999999999994,0.53,0.487,36.19,23.68,9.05,41.43,13.33
