player.name,season,player.team.code,player.team.tvCodes,player.team.name,minutesPlayed,cluster,cluster_prob_max,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,Height,offensiveReboundsPercentage,defensiveReboundsPercentage,assistsRatio,turnoversRatio,blocks,steals,pointsScored,usageProxy,pir,freeThrowsRate,freeThrowsPercentage,fieldGoalsAttempted,twoPointersPercentage,threePointersPercentage,3FGA_Pct,Corner_3FGA_Pct,0_1m_FGA_Pct,1_3.5m_FGA_Pct,3.5m_3pt_FGA_Pct
"SHIELDS, SHAVON",2020,MIL,AXM,EA7 Emporio Armani Milan,26.772685185185185,0,0.9767249457221369,0.9767249457221369,0.018427506311707923,0.004847547966155103,0.0,200.99999999999997,0.036,0.149,0.102,0.094,1.6,7.9,101.1,0.5117155752304207,109.9,0.281,0.838,71.6,0.555,0.432,35.51,8.0,5.4,32.67,26.42
"REYNOLDS, JALEN",2020,MUN,BAY,FC Bayern Munich,21.105982905982906,2,0.9999999999982556,1.7441917419076273e-12,8.457227065704331e-32,0.9999999999982556,0.0,206.99999999999997,0.121,0.2189999999999999,0.078,0.145,3.9,8.2,98.9,0.653843038794849,112.9,0.2269999999999999,0.872,70.6,0.598,0.5,2.11,0.0,20.58,51.98,25.33
"HENRY, PIERRIA",2020,BAS,TDS,Baskonia Vitoria-Gasteiz,26.79656862745098,1,0.9999999999998974,4.669923443560484e-24,0.9999999999998974,1.029059852198542e-13,0.0,193.0,0.035,0.11,0.37,0.149,0.6,8.8,53.3,0.7351687551449739,81.1,0.303,0.8140000000000001,42.4,0.51,0.3289999999999999,28.87,2.44,6.69,43.31,21.13
"MICKEY, JORDAN",2020,KHI,KHI,BC Khimki,28.87142857142857,2,0.9999999981022114,1.89778790790657e-09,2.798143287118994e-61,0.9999999981022114,0.0,202.99999999999997,0.042,0.2019999999999999,0.0559999999999999,0.124,9.3,6.9,94.9,0.5714992577931717,99.9,0.2789999999999999,0.777,73.10000000000001,0.59,0.239,21.07,14.08,15.73,39.76,23.44
"POLONARA, ACHILLE",2020,BAS,TDS,Baskonia Vitoria-Gasteiz,29.788888888888888,0,0.876098628981077,0.876098628981077,1.0926393367830578e-42,0.12390137101892248,0.0,202.0,0.094,0.175,0.148,0.074,7.4,9.3,96.0,0.4263334576650503,130.4,0.231,0.603,70.6,0.5720000000000001,0.4429999999999999,41.36,9.02,13.22,42.03,3.39
"LOYD, JORDAN",2020,RED,CZV,Crvena Zvezda Meridianbet Belgrade,27.34942528735632,1,0.9999835289758092,1.646663348919737e-05,0.9999835289758092,4.390701661720904e-09,0.0,193.0,0.0289999999999999,0.14,0.154,0.1119999999999999,0.8,5.6,82.4,0.7678406320921242,78.7,0.325,0.906,64.2,0.519,0.311,45.27,7.34,4.6,35.04,15.09
"LARKIN, SHANE",2020,IST,EFS,Anadolu Efes Istanbul,28.642857142857142,1,0.9999999999999982,8.892053381985515e-19,0.9999999999999982,1.767389605798904e-15,0.0,182.0,0.018,0.079,0.2239999999999999,0.115,0.5,6.7,82.3,0.6389027431421447,92.9,0.4029999999999999,0.862,56.1,0.514,0.392,61.67,6.76,2.78,29.72,5.83
"MICIC, VASILIJE",2020,IST,EFS,Anadolu Efes Istanbul,29.992083333333333,1,0.9999999996957563,1.8628966469841417e-19,0.9999999996957563,3.042437172903006e-10,0.0,196.0,0.016,0.089,0.23,0.145,0.1,5.7,78.7,0.7068531973715285,82.6,0.373,0.865,53.7,0.563,0.389,42.32,6.22,4.61,41.67,11.4
"LUCIC, VLADIMIR",2020,MUN,BAY,FC Bayern Munich,31.144086021505377,2,0.9999467789522489,1.4186396667137668e-15,5.322104774991235e-05,0.9999467789522489,0.0,204.0,0.027,0.1669999999999999,0.11,0.1,1.0,9.2,110.8,0.3949385443999448,144.7,0.583,0.8640000000000001,62.900000000000006,0.5870000000000001,0.441,56.67,21.32,11.67,14.58,17.08
"VESELY, JAN",2020,ULK,FNB,Fenerbahce Beko Istanbul,28.13978494623656,3,0.9999999999974403,1.058673208243211e-117,2.589505873015522e-163,2.559556383328397e-12,0.9999999999974403,213.0,0.074,0.16,0.201,0.1,4.5,6.9,96.7,0.4797478028276652,133.2,0.297,0.7659999999999999,61.8,0.6759999999999999,0.0,1.16,0.0,29.34,44.79,24.71
"TAVARES, WALTER",2020,MAD,RMB,Real Madrid,26.022685185185185,3,0.9999999999999734,9.270223743963782e-122,6.965596082737263e-280,2.755614704537525e-14,0.9999999999999734,220.00000000000003,0.154,0.221,0.095,0.1639999999999999,15.4,9.0,100.0,0.4380793111423438,159.7,0.395,0.716,63.1,0.6509999999999999,0.0,0.0,0.0,26.74,64.73,8.53
"DE COLO, NANDO",2020,ULK,FNB,Fenerbahce Beko Istanbul,27.5078125,1,0.9999999987627333,1.2042789754282527e-10,0.9999999987627333,1.1168388461312946e-09,0.0,196.0,0.018,0.124,0.204,0.159,0.2,7.5,82.9,0.6943481965350753,98.5,0.3229999999999999,0.936,55.8,0.585,0.4029999999999999,37.83,15.5,4.69,33.43,24.05
"MIROTIC, NIKOLA",2020,BAR,FCB,FC Barcelona,25.86060606060606,2,0.832003741036404,0.16799625888239558,8.12002565807774e-11,0.832003741036404,0.0,208.0,0.094,0.1889999999999999,0.069,0.111,3.1,8.0,107.8,0.5568314975392548,135.1,0.418,0.848,69.3,0.593,0.413,33.03,15.6,11.82,42.73,12.42
"SHVED, ALEXEY",2020,KHI,KHI,BC Khimki,32.53913043478261,1,0.9999999997626263,2.373736015292162e-10,0.9999999997626263,1.6142854483879825e-16,0.0,198.0,0.018,0.123,0.254,0.14,1.3,4.3,64.9,0.9373329770176376,64.4,0.26,0.899,54.400000000000006,0.455,0.3329999999999999,56.69,6.02,4.46,24.41,14.44
"JAMES, MIKE",2020,CSK,CSK,CSKA Moscow,31.180864197530862,1,0.9999999999999998,1.523376885863954e-16,0.9999999999999998,3.570710997611525e-18,0.0,185.0,0.021,0.098,0.226,0.114,0.6,3.8,76.2,0.8146021816166136,77.7,0.374,0.8140000000000001,56.599999999999994,0.511,0.354,51.03,11.11,4.64,31.19,13.14
"GRANT, JERIAN",2021,MIL,AXM,EA7 Emporio Armani Milan,12.396153846153847,0,0.9554001015878018,0.9554001015878018,0.043203696997415504,0.0013962014147822857,0.0,196.0,0.022,0.042,0.16,0.135,1.7,6.7,61.4,0.3710828420726031,34.5,0.237,0.889,63.9,0.385,0.243,48.68,21.62,1.32,30.26,19.74
"MARINKOVIC, VANJA",2021,BAS,BKN,Baskonia Vitoria-Gasteiz,13.33974358974359,0,1.0,1.0,3.649011315726758e-18,8.920724464281152e-17,0.0,198.0,0.023,0.051,0.131,0.052,0.0,4.4,77.5,0.3298414223930803,37.4,0.022,1.0,80.9,0.391,0.3289999999999999,75.27,7.14,1.08,17.2,6.45
"MATTISSECK, JONAS",2021,BER,BER,ALBA Berlin,13.727564102564104,0,0.9999999186422774,0.9999999186422774,9.251337305678192e-10,8.043258962639184e-08,0.0,195.0,0.053,0.057,0.151,0.113,0.0,16.3,79.1,0.2258230212467896,57.8,0.107,0.833,70.3,0.5329999999999999,0.341,73.21,19.51,1.79,19.64,5.36
"DELOW, MALTE",2021,BER,BER,ALBA Berlin,14.224444444444446,0,0.9999999059547902,0.9999999059547902,8.274944891778597e-08,1.1295761015667354e-08,0.0,198.0,0.054,0.1009999999999999,0.146,0.111,0.0,11.1,75.4,0.2741759100140603,49.7,0.16,0.846,69.4,0.3879999999999999,0.406,39.51,0.0,1.23,40.74,18.52
"WEBSTER, TAI",2021,ZAL,ZAL,Zalgiris Kaunas,12.55873015873016,1,0.9970603493474647,0.0029387434200154596,0.9970603493474647,9.072325196385555e-07,0.0,193.0,0.0139999999999999,0.072,0.209,0.145,1.3,4.4,53.8,0.5971941354903942,25.9,0.25,0.7390000000000001,58.2,0.3929999999999999,0.222,39.13,5.56,7.61,29.35,23.91
"BRANTLEY, JARRELL",2021,UNK,UNK,UNICS Kazan,12.979710144927536,0,0.9999700623110734,0.9999700623110734,1.414305669220695e-07,2.9796258359899417e-05,0.0,198.0,0.052,0.098,0.096,0.105,2.4,16.9,60.3,0.4160339437248772,36.2,0.209,0.684,73.2,0.397,0.143,30.77,21.43,14.29,40.66,14.29
"TAYLOR, JEFFERY",2021,MAD,RMB,Real Madrid,13.07536231884058,0,0.999260676667012,0.999260676667012,1.1568876887349485e-10,0.0007393232172986523,0.0,202.0,0.042,0.065,0.166,0.155,2.2,8.8,82.9,0.2982708933717579,54.1,0.138,0.75,64.1,0.5710000000000001,0.405,63.79,48.65,13.79,20.69,1.72
"LAZIC, BRANKO",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,16.227333333333334,0,0.9932448948236288,0.9932448948236288,0.006753362753540697,1.7424228309384738e-06,0.0,195.0,0.032,0.048,0.094,0.1119999999999999,1.9,7.5,87.2,0.2649850047245388,51.6,0.293,0.8640000000000001,70.30000000000001,0.455,0.34,70.67,28.3,2.67,17.33,9.33
"STRAZEL, MATTHEW",2021,ASV,ASV,LDLC ASVEL Villeurbanne,15.276111111111112,1,0.9999983635357449,1.6364642554554333e-06,0.9999983635357449,3.247462039311837e-18,0.0,182.0,0.013,0.045,0.2689999999999999,0.1889999999999999,0.0,4.2,47.6,0.4647779757791758,32.1,0.2189999999999999,0.826,49.5,0.28,0.327,52.38,7.27,0.0,27.62,20.0
"LAZAREVIC, STEFAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.445238095238096,0,0.9999999999969518,0.9999999999969518,3.158677053097815e-34,3.049820533409267e-12,0.0,198.0,0.05,0.095,0.1889999999999999,0.069,1.7,17.2,99.9,0.2249856514252917,84.4,0.175,0.857,68.8,0.69,0.364,27.5,0.0,20.0,42.5,10.0
"MARKOVIC, STEFAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.755555555555556,1,0.9999517452221113,1.9739000553702114e-16,0.9999517452221113,4.8254777887875576e-05,0.0,198.0,0.032,0.124,0.336,0.193,0.8,8.4,45.3,0.4468641114982578,45.3,0.28,0.7140000000000001,42.0,0.5379999999999999,0.27,74.0,0.0,4.0,22.0,0.0
"RICCI, GIAMPAOLO",2021,MIL,AXM,EA7 Emporio Armani Milan,12.351851851851851,0,0.999999791658324,0.999999791658324,2.660055239052205e-10,2.080756694861661e-07,0.0,200.99999999999997,0.061,0.158,0.115,0.115,1.5,10.0,89.0,0.2914542728635682,82.1,0.104,0.5,73.6,0.632,0.362,60.42,32.76,4.17,23.96,11.46
"SISKO, ZAN MARK",2021,MUN,BAY,FC Bayern Munich,17.795061728395062,1,0.9994998615543943,0.0005001384456049284,0.9994998615543943,5.051277753947213e-17,0.0,189.0,0.021,0.075,0.348,0.127,0.0,7.2,52.0,0.4608019980574441,39.3,0.108,0.667,50.2,0.4529999999999999,0.361,32.43,2.78,2.7,45.95,18.92
"DIBARTOLOMEO, JOHN",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,13.200555555555557,1,0.8297272757193852,0.17027272370333896,0.8297272757193852,5.772761493056816e-10,0.0,183.0,0.018,0.092,0.22,0.098,0.6,12.2,70.8,0.4166491309288329,60.4,0.1939999999999999,0.9,62.900000000000006,0.4479999999999999,0.324,71.84,12.16,1.94,20.39,5.83
"HAZER, SEHMUS",2021,ULK,FBB,Fenerbahce Beko Istanbul,12.423333333333332,2,0.9943500332049835,0.0052972945426051935,0.00035267225241114087,0.9943500332049835,0.0,190.0,0.021,0.087,0.176,0.143,0.0,13.7,77.6,0.491011537429568,56.1,0.304,0.643,60.0,0.608,0.317,44.57,41.46,11.96,41.3,2.17
"OUATTARA, YAKUBA",2021,MCO,ASM,AS Monaco,14.18388888888889,0,1.0,1.0,1.8081431622137267e-16,2.7233680968170217e-21,0.0,191.0,0.068,0.094,0.088,0.061,0.9,8.8,108.0,0.2679096000940033,94.0,0.12,0.727,80.8,0.5,0.5,50.0,26.09,4.35,34.78,10.87
"HAYES-DAVIS, NIGEL",2021,BAR,BAR,FC Barcelona,18.957207207207205,2,0.9349217416433501,0.06481443818309035,0.0002638201735601942,0.9349217416433501,0.0,203.0,0.071,0.067,0.133,0.125,2.2,8.9,69.0,0.3217773553522633,65.4,0.306,0.8,65.4,0.422,0.244,30.61,13.33,3.4,53.74,12.24
"KASELAKIS, LEONIDAS",2021,PAN,PAO,Panathinaikos AKTOR Athens,15.324193548387097,0,0.9364949549206583,0.9364949549206583,0.006460123509627467,0.05704492156971383,0.0,202.99999999999997,0.02,0.13,0.182,0.078,0.7,3.3,74.8,0.3262814440585201,81.3,0.287,0.7240000000000001,65.7,0.426,0.35,39.6,22.5,1.98,35.64,22.77
"KAHUDI, CHARLES",2021,ASV,ASV,LDLC ASVEL Villeurbanne,19.90897435897436,0,0.9999847941244119,0.9999847941244119,1.1508605039041012e-10,1.5205760502579467e-05,0.0,197.0,0.039,0.127,0.096,0.114,3.0,3.6,76.8,0.3214630690965291,63.0,0.18,0.682,73.2,0.5,0.292,59.02,20.83,6.56,28.69,5.74
"SINGLETON, CHRIS",2021,IST,EFS,Anadolu Efes Istanbul,17.455092592592592,0,0.9999927591386545,0.9999927591386545,1.5835922397249194e-11,7.240845510416725e-06,0.0,206.0,0.061,0.123,0.076,0.103,3.8,16.3,76.6,0.2921783412460547,79.3,0.291,0.821,72.69999999999999,0.471,0.2269999999999999,49.25,19.7,8.96,31.34,10.45
"WESTERMANN, LEO",2021,MCO,ASM,AS Monaco,16.73409090909091,1,0.9999999970776017,1.392105105259572e-12,0.9999999970776017,2.9210062744395985e-09,0.0,198.0,0.016,0.09,0.29,0.161,1.1,3.8,56.3,0.5079451310607089,48.3,0.286,0.885,48.8,0.412,0.316,62.64,3.51,0.0,27.47,9.89
"DATOME, LUIGI",2021,MIL,AXM,EA7 Emporio Armani Milan,15.319230769230767,0,0.999999999701906,0.999999999701906,1.9468560144122092e-19,2.980936964363131e-10,0.0,202.99999999999997,0.021,0.095,0.04,0.046,2.3,6.8,103.1,0.443886517700226,64.9,0.0969999999999999,0.867,87.7,0.5,0.39,53.25,26.83,2.6,10.39,33.77
"ANDERSON, JAMES",2021,IST,EFS,Anadolu Efes Istanbul,13.586904761904762,0,0.9868692026529379,0.9868692026529379,1.9574892944141368e-10,0.01313079715131272,0.0,199.0,0.079,0.165,0.142,0.109,2.2,14.2,93.6,0.2428809252606676,137.2,0.172,0.909,69.7,0.5479999999999999,0.455,34.38,22.73,3.12,51.56,10.94
"BENTIL, BENJAMIN",2021,MIL,AXM,EA7 Emporio Armani Milan,15.63840579710145,0,0.9999533930662666,0.9999533930662666,3.890875224281694e-05,7.698181490233622e-06,0.0,206.0,0.045,0.145,0.036,0.136,1.4,11.5,92.6,0.3900653352485982,74.7,0.198,0.619,76.1,0.491,0.408,46.23,36.73,14.15,34.91,4.72
"ZUBKOV, ANDREY",2021,DYR,ZEN,Zenit St Petersburg,19.20378787878788,0,0.9999998598848245,0.9999998598848245,6.8530767914434675e-15,1.401151691887783e-07,0.0,204.99999999999997,0.084,0.153,0.123,0.123,2.3,7.7,72.0,0.3072310544794666,76.6,0.187,0.353,69.7,0.426,0.364,48.35,15.91,12.09,29.67,9.89
"KURBANOV, NIKITA",2021,CSK,CSK,CSKA Moscow,18.334027777777777,2,0.9948327389371721,0.005167261062827971,3.727201742261072e-24,0.9948327389371721,0.0,202.0,0.0559999999999999,0.094,0.198,0.124,4.9,4.1,80.8,0.2781712813908564,90.7,0.288,0.667,60.2,0.6,0.368,52.05,34.21,19.18,17.81,10.96
"KUZMINSKAS, MINDAUGAS",2021,DYR,ZEN,Zenit St Petersburg,12.478030303030302,0,0.9915628093718347,0.9915628093718347,0.003089034872332423,0.0053481557558334855,0.0,206.0,0.072,0.124,0.052,0.087,1.7,7.8,95.2,0.424746524194038,90.9,0.27,0.875,77.0,0.4629999999999999,0.371,39.33,14.29,7.87,51.69,1.12
"SMITS, ROLANDS",2021,BAR,BAR,FC Barcelona,14.862962962962964,0,0.9927304567240798,0.9927304567240798,4.848807130830161e-07,0.007269058395207829,0.0,206.99999999999997,0.08,0.173,0.107,0.139,1.1,7.0,84.0,0.349862945427361,92.0,0.192,0.92,69.5,0.6579999999999999,0.196,39.23,19.61,9.23,46.15,5.38
"GIST, JAMES",2021,ASV,ASV,LDLC ASVEL Villeurbanne,21.62142857142857,2,0.9999999999986802,1.3207195333493719e-12,5.04633377616618e-51,0.9999999999986802,0.0,204.99999999999997,0.069,0.074,0.084,0.135,7.5,7.5,78.9,0.3515031384208787,62.6,0.195,0.5329999999999999,71.89999999999999,0.5429999999999999,0.185,17.53,0.0,16.23,46.1,20.13
"MILAKNIS, ARTURAS",2021,ZAL,ZAL,Zalgiris Kaunas,20.156989247311827,0,0.9999999999999902,0.9999999999999902,9.838348072748118e-15,2.434050243564552e-18,0.0,195.0,0.006,0.05,0.092,0.044,1.0,7.7,109.3,0.332390910060813,73.0,0.175,0.931,80.3,0.483,0.416,82.53,18.25,0.6,11.45,5.42
"GIFFEY, NIELS",2021,ZAL,ZAL,Zalgiris Kaunas,16.361309523809524,0,0.9572445644081344,0.9572445644081344,0.02937817900775387,0.013377256584111704,0.0,199.0,0.0579999999999999,0.148,0.125,0.125,2.2,8.7,84.8,0.4033906937825153,77.7,0.276,0.882,66.8,0.508,0.345,47.15,8.62,0.81,34.15,17.89
"JARAMAZ, OGNJEN",2021,MUN,BAY,FC Bayern Munich,16.232407407407408,1,0.857482718030634,0.14251171406074697,0.857482718030634,5.567908619263145e-06,0.0,193.0,0.046,0.075,0.13,0.12,1.0,7.0,81.5,0.5113227996121157,61.5,0.264,0.755,67.2,0.485,0.353,50.75,9.8,3.48,27.36,18.41
"LACOMBE, PAUL",2021,ASV,ASV,LDLC ASVEL Villeurbanne,15.279333333333334,0,0.9942665907434522,0.9942665907434522,0.004214772205860088,0.0015186370506874301,0.0,195.0,0.057,0.123,0.176,0.132,2.2,12.1,75.5,0.4777695361926785,70.6,0.083,0.9,66.7,0.542,0.32,20.66,16.0,3.31,61.98,14.05
"BRYANT, ELIJAH",2021,IST,EFS,Anadolu Efes Istanbul,18.838425925925925,0,0.9989342731860353,0.9989342731860353,0.0005158581260346607,0.000549868687930081,0.0,196.0,0.047,0.133,0.177,0.125,2.0,8.5,76.5,0.3662726401415547,74.9,0.128,0.81,66.1,0.51,0.368,41.46,33.82,3.66,48.17,6.71
"CALOIARO, ANGELO",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,19.734761904761907,2,0.9999228286681194,7.71713318496894e-05,3.1546899225334885e-14,0.9999228286681194,0.0,202.99999999999997,0.054,0.143,0.273,0.093,0.6,13.0,70.8,0.2330912337427309,116.7,0.25,0.913,57.099999999999994,0.519,0.325,43.48,55.0,2.17,48.91,5.43
"HOLLINS, AUSTIN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,20.660119047619048,0,0.9998044618595289,0.9998044618595289,0.00019530682986314136,2.3131060801436066e-07,0.0,192.0,0.033,0.083,0.104,0.1,1.1,10.7,84.1,0.4646633438013195,55.9,0.17,0.8240000000000001,74.1,0.534,0.312,56.0,14.29,10.0,25.5,8.5
"ABALDE, ALBERTO",2021,MAD,RMB,Real Madrid,18.780555555555555,0,0.8086053927851421,0.8086053927851421,0.18813427114184286,0.0032603360730150232,0.0,202.0,0.0409999999999999,0.142,0.172,0.129,0.0,5.5,70.2,0.4525957698565301,63.9,0.195,0.75,64.3,0.444,0.3379999999999999,45.12,10.81,3.05,33.54,18.29
"SANLI, SERTAC",2021,BAR,BAR,FC Barcelona,15.1265625,2,0.9999755287664583,2.447123354232238e-05,1.4110011892543099e-28,0.9999755287664583,0.0,212.0,0.123,0.142,0.096,0.134,5.4,3.3,87.2,0.4958165478772854,72.6,0.24,0.775,69.69999999999999,0.532,0.357,33.53,1.79,11.38,44.31,10.78
"STRELNIEKS, JANIS",2021,ZAL,ZAL,Zalgiris Kaunas,20.45072463768116,1,0.7928748696120235,0.20712481004027575,0.7928748696120235,3.2034770091627096e-07,0.0,191.0,0.015,0.091,0.1989999999999999,0.1119999999999999,1.0,7.3,72.7,0.4400822053716958,62.1,0.158,0.857,64.4,0.48,0.337,62.41,9.64,1.5,21.05,15.04
"WILLIAMS-GOSS, NIGEL",2021,MAD,RMB,Real Madrid,16.56609195402299,1,0.9912614349077886,0.00873856261265354,0.9912614349077886,2.479557841157596e-09,0.0,192.0,0.0289999999999999,0.1169999999999999,0.251,0.1159999999999999,0.0,3.6,61.4,0.5734605377276669,59.2,0.173,0.857,58.8,0.4429999999999999,0.304,34.57,7.14,0.62,49.38,15.43
"ANDJUSIC, DANILO",2021,MCO,ASM,AS Monaco,16.269444444444442,1,0.9999897223269835,1.0252621181603943e-05,0.9999897223269835,2.505183529567949e-08,0.0,195.0,0.019,0.081,0.102,0.141,0.4,3.1,90.9,0.5224517671162712,71.3,0.4379999999999999,0.873,63.400000000000006,0.415,0.425,49.38,6.25,0.62,32.72,17.28
"OSETKOWSKI, DYLAN",2021,ASV,ASV,LDLC ASVEL Villeurbanne,19.355128205128207,0,0.999144829823859,0.999144829823859,1.3646946143455276e-09,0.000855168811446043,0.0,206.99999999999997,0.039,0.156,0.079,0.119,3.5,12.4,77.1,0.4029939723123799,79.1,0.253,0.8109999999999999,72.1,0.402,0.312,43.84,9.38,6.16,36.99,13.01
"BLATT, TAMIR",2021,BER,BER,ALBA Berlin,15.020555555555555,1,0.9999999999955254,4.47517451631908e-12,0.9999999999955254,2.6926101491895425e-25,0.0,184.0,0.026,0.076,0.361,0.179,0.0,3.1,51.6,0.6457817065502829,65.0,0.143,1.0,43.3,0.462,0.36,79.37,3.0,0.0,8.73,11.9
"LLULL, SERGIO",2021,MAD,RMB,Real Madrid,19.761574074074073,1,0.9257369602142103,0.0742630397851602,0.9257369602142103,6.296800853366626e-13,0.0,192.0,0.008,0.088,0.204,0.086,0.0,3.5,64.4,0.688204287220335,47.1,0.21,0.701,65.0,0.365,0.306,60.5,4.66,0.31,20.69,18.5
"MARTIN, HASSAN",2021,OLY,OLY,Olympiacos Piraeus,14.147311827956988,3,1.0,8.537072298698956e-111,5.3603133841077835e-192,1.1497903434296727e-17,1.0,200.99999999999997,0.113,0.147,0.046,0.124,10.4,5.9,111.9,0.3534240328342327,130.1,0.519,0.7040000000000001,67.6,0.644,0.0,0.0,0.0,16.35,77.88,5.77
"HANGA, ADAM",2021,MAD,RMB,Real Madrid,18.86021505376344,0,0.9974272165103917,0.9974272165103917,9.731965420614592e-11,0.002572783392288833,0.0,200.0,0.0289999999999999,0.161,0.215,0.084,4.4,8.0,71.8,0.4294754846066134,81.4,0.133,0.773,66.2,0.526,0.296,42.77,14.08,4.82,46.99,5.42
"PAPANIKOLAOU, KOSTAS",2021,OLY,OLY,Olympiacos Piraeus,23.416666666666664,0,0.9892540050291363,0.9892540050291363,0.000534211717776203,0.010211783253087803,0.0,204.0,0.0279999999999999,0.127,0.187,0.12,2.5,10.1,74.6,0.3758007117437723,75.3,0.156,0.758,64.80000000000001,0.556,0.331,65.88,25.18,2.84,27.49,3.79
"SMITH, JALEEN",2021,BER,BER,ALBA Berlin,21.042424242424243,1,0.8717242429677081,0.1282755422216396,0.8717242429677081,2.1481065200963776e-07,0.0,193.0,0.027,0.099,0.183,0.123,0.5,6.2,65.8,0.5987903225806451,52.6,0.109,0.933,66.3,0.412,0.317,52.54,6.9,3.62,28.99,14.86
"CAUSEUR, FABIEN",2021,MAD,RMB,Real Madrid,20.065476190476193,1,0.7584822957540045,0.24151671143985037,0.7584822957540045,9.928061448500186e-07,0.0,196.0,0.017,0.076,0.155,0.1159999999999999,0.8,3.9,92.2,0.4584989617324235,72.4,0.228,0.6920000000000001,66.19999999999999,0.579,0.432,55.56,17.89,0.58,41.52,2.34
"SPISSU, MARCO",2021,UNK,UNK,UNICS Kazan,14.406666666666668,1,0.999999442005713,5.579942871574106e-07,0.999999442005713,5.265148689255689e-20,0.0,185.0,0.013,0.119,0.357,0.162,0.5,6.5,68.6,0.5136510874595095,90.8,0.195,0.875,44.400000000000006,0.516,0.529,62.2,11.76,1.22,19.51,17.07
"CANAAN, ISAIAH",2021,UNK,UNK,UNICS Kazan,23.928472222222226,1,0.888183969575717,0.11181603042427846,0.888183969575717,4.067335873557552e-15,0.0,186.0,0.0139999999999999,0.074,0.1,0.119,1.3,4.1,88.8,0.5558231999303479,51.8,0.216,0.816,71.2,0.409,0.41,61.23,10.79,1.76,28.63,8.37
"ZOOSMAN, YOVEL",2021,BER,BER,ALBA Berlin,21.1510752688172,0,0.6028615181526678,0.6028615181526678,0.397131490561505,6.991285827284696e-06,0.0,200.0,0.044,0.127,0.14,0.144,1.1,9.1,82.7,0.4018708217889734,81.6,0.293,0.6940000000000001,63.3,0.442,0.444,48.5,23.46,6.59,36.53,8.38
"LEE, PARIS",2021,MCO,ASM,AS Monaco,19.4662037037037,1,0.9966473968141429,0.0033526030715607365,0.9966473968141429,1.1429623306225772e-10,0.0,183.0,0.008,0.081,0.241,0.104,0.0,11.5,72.7,0.5085737389112185,70.7,0.242,0.863,59.2,0.474,0.353,63.03,11.28,1.42,31.28,4.27
"EVANS, JEREMY",2021,PAN,PAO,Panathinaikos AKTOR Athens,16.1984375,2,0.9999999999999307,6.966808068481675e-14,1.6930904988868725e-91,0.9999999999999307,0.0,206.0,0.077,0.1369999999999999,0.067,0.135,9.8,7.3,107.0,0.3148451818269508,137.6,0.284,0.758,70.9,0.625,0.5,17.24,35.0,29.31,35.34,18.1
"ANTETOKOUNMPO, KOSTAS",2021,ASV,ASV,LDLC ASVEL Villeurbanne,13.134615384615383,2,1.0,1.0746234381384301e-37,1.3179979599705918e-221,1.0,0.0,208.0,0.08,0.16,0.0579999999999999,0.153,13.8,10.2,109.8,0.4035139092240117,134.6,0.467,0.5479999999999999,65.39999999999999,0.718,0.4,5.56,0.0,52.22,37.78,4.44
"OLINDE, LOUIS",2021,BER,BER,ALBA Berlin,17.76875,2,0.5906973605431253,0.40930263945687456,1.7782359898442892e-38,0.5906973605431253,0.0,204.99999999999997,0.076,0.17,0.118,0.104,7.0,5.6,89.0,0.3376714737952866,119.5,0.27,0.852,69.5,0.517,0.357,42.0,19.05,13.0,38.0,7.0
"KURIC, KYLE",2021,BAR,BAR,FC Barcelona,20.12837837837838,0,0.995492435022553,0.995492435022553,0.00450708121362199,4.837638249706412e-07,0.0,194.0,0.042,0.077,0.102,0.071,0.4,6.0,103.2,0.3825444780127559,95.0,0.273,0.912,73.9,0.536,0.4,59.81,12.8,3.35,14.35,22.49
"DOBRIC, OGNJEN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,22.59885057471264,1,0.5361983754114715,0.4637966613067141,0.5361983754114715,4.963281814478211e-06,0.0,200.0,0.035,0.069,0.102,0.107,1.1,5.5,82.3,0.5531254768323077,58.1,0.192,0.745,72.9,0.4529999999999999,0.357,47.55,6.35,4.15,40.0,8.3
"HOWARD, WILLIAM",2021,ASV,ASV,LDLC ASVEL Villeurbanne,22.652380952380952,0,0.9999759435887161,0.9999759435887161,1.9835542736726156e-14,2.4056411263608833e-05,0.0,202.99999999999997,0.034,0.145,0.113,0.06,3.8,15.8,96.2,0.2781164599537523,114.9,0.23,0.826,75.2,0.4639999999999999,0.432,44.0,4.55,4.0,41.0,11.0
"DAVIDOVAC, DEJAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,18.571428571428573,2,0.9840512766933663,0.015948723306629768,3.4948688899546355e-15,0.9840512766933663,0.0,202.0,0.03,0.1969999999999999,0.1639999999999999,0.057,4.4,13.9,88.9,0.3069230769230769,129.3,0.377,0.7,66.8,0.5379999999999999,0.352,50.94,9.26,3.77,36.79,8.49
