player.name,season,player.team.code,player.team.tvCodes,player.team.name,minutesPlayed,Height,offensiveReboundsPercentage,defensiveReboundsPercentage,assistsRatio,turnoversRatio,blocks,steals,pointsScored,usageProxy,pir,freeThrowsRate,freeThrowsPercentage,fieldGoalsAttempted,twoPointersPercentage,threePointersPercentage,3FGA_Pct,Corner_3FGA_Pct,0_1m_FGA_Pct,1_3.5m_FGA_Pct,3.5m_3pt_FGA_Pct
"BRANTLEY, JARRELL",2021,UNK,UNK,UNICS Kazan,12.979710144927536,198.0,0.052000000000000005,0.098,0.096,0.105,2.4,16.9,60.3,0.41603394372487723,36.2,0.209,0.684,73.2,0.397,0.14300000000000002,30.77,21.43,14.29,40.66,14.29
"MARTINEZ, SERGI",2021,BAR,BAR,FC Barcelona,10.872727272727271,200.0,0.077,0.134,0.23600000000000002,0.11800000000000001,2.4,14.1,63.6,0.23913043478260873,81.3,0.22,0.818,59.0,0.31,0.429,42.0,33.33,4.0,48.0,6.0
"TAYLOR, JEFFERY",2021,MAD,RMB,Real Madrid,13.07536231884058,202.0,0.042,0.065,0.166,0.155,2.2,8.8,82.9,0.2982708933717579,54.1,0.138,0.75,64.1,0.5710000000000001,0.405,63.79,48.65,13.79,20.69,1.72
"LAZIC, BRANKO",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,16.227333333333334,195.0,0.032,0.048,0.094,0.11199999999999999,1.9,7.5,87.2,0.26498500472453884,51.6,0.293,0.8640000000000001,70.30000000000001,0.455,0.34,70.67,28.3,2.67,17.33,9.33
"STRAZEL, MATTHEW",2021,ASV,ASV,LDLC ASVEL Villeurbanne,15.276111111111112,182.0,0.013000000000000001,0.045,0.26899999999999996,0.18899999999999997,0.0,4.2,47.6,0.46477797577917584,32.1,0.21899999999999997,0.826,49.5,0.28,0.327,52.38,7.27,0.0,27.62,20.0
"LAZAREVIC, STEFAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.445238095238096,198.0,0.05,0.095,0.18899999999999997,0.069,1.7,17.2,99.9,0.22498565142529173,84.4,0.175,0.857,68.8,0.69,0.364,27.5,0.0,20.0,42.5,10.0
"MARKOVIC, STEFAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.755555555555556,198.0,0.032,0.124,0.336,0.193,0.8,8.4,45.3,0.44686411149825783,45.3,0.28,0.7140000000000001,42.0,0.5379999999999999,0.27,74.0,0.0,4.0,22.0,0.0
"LARENTZAKIS, GIANNOULIS",2021,OLY,OLY,Olympiacos Piraeus,11.425980392156864,196.0,0.006999999999999999,0.138,0.18,0.161,0.5,5.2,67.9,0.5426230211506284,41.8,0.188,0.833,60.7,0.5,0.316,76.56,15.31,1.56,17.97,3.91
"MOTUM, BROCK",2021,MCO,ASM,AS Monaco,9.078333333333337,208.0,0.032,0.11800000000000001,0.08800000000000001,0.121,3.3,7.7,109.0,0.33045713236644014,91.4,0.16399999999999998,0.909,73.7,0.55,0.556,40.3,3.7,2.99,53.73,2.99
"RICCI, GIAMPAOLO",2021,MIL,AXM,EA7 Emporio Armani Milan,12.351851851851851,200.99999999999997,0.061,0.158,0.115,0.115,1.5,10.0,89.0,0.29145427286356823,82.1,0.10400000000000001,0.5,73.6,0.632,0.36200000000000004,60.42,32.76,4.17,23.96,11.46
"SISKO, ZAN MARK",2021,MUN,BAY,FC Bayern Munich,17.795061728395062,189.0,0.021,0.075,0.348,0.127,0.0,7.2,52.0,0.4608019980574441,39.3,0.10800000000000001,0.667,50.2,0.45299999999999996,0.361,32.43,2.78,2.7,45.95,18.92
"SORKIN, ROMAN",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,8.306818181818182,208.0,0.109,0.16,0.065,0.081,11.4,9.7,102.3,0.33707250341997264,115.3,0.5710000000000001,0.583,68.2,0.625,0.3,23.81,30.0,19.05,52.38,4.76
"DIBARTOLOMEO, JOHN",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,13.200555555555557,183.0,0.018000000000000002,0.092,0.22,0.098,0.6,12.2,70.8,0.41664913092883293,60.4,0.19399999999999998,0.9,62.900000000000006,0.44799999999999995,0.324,71.84,12.16,1.94,20.39,5.83
"PRINTEZIS, GEORGIOS",2021,OLY,OLY,Olympiacos Piraeus,9.537619047619048,204.99999999999997,0.03,0.126,0.092,0.077,0.8,1.5,95.8,0.3879374906385741,88.9,0.268,0.846,74.4,0.521,0.375,24.74,25.0,3.09,59.79,12.37
"HAZER, SEHMUS",2021,ULK,FBB,Fenerbahce Beko Istanbul,12.423333333333332,190.0,0.021,0.087,0.17600000000000002,0.14300000000000002,0.0,13.7,77.6,0.49101153742956805,56.1,0.304,0.643,60.0,0.608,0.317,44.57,41.46,11.96,41.3,2.17
"FLOYD, JEHYVE",2021,ULK;PAN,FBB;PAO,Fenerbahce Beko Istanbul;Panathinaikos AKTOR Athens,11.955555555555556,202.99999999999997,0.071,0.134,0.115,0.172,10.3,10.3,83.9,0.30111524163568776,97.7,0.49,0.52,58.6,0.588,0.0,0.0,0.0,35.29,62.75,1.96
"OUATTARA, YAKUBA",2021,MCO,ASM,AS Monaco,14.18388888888889,191.0,0.068,0.094,0.08800000000000001,0.061,0.9,8.8,108.0,0.26790960009400333,94.0,0.12,0.727,80.8,0.5,0.5,50.0,26.09,4.35,34.78,10.87
"HAYES-DAVIS, NIGEL",2021,BAR,BAR,FC Barcelona,18.957207207207205,203.0,0.071,0.067,0.133,0.125,2.2,8.9,69.0,0.3217773553522633,65.4,0.306,0.8,65.4,0.42200000000000004,0.244,30.61,13.33,3.4,53.74,12.24
"KASELAKIS, LEONIDAS",2021,PAN,PAO,Panathinaikos AKTOR Athens,15.324193548387097,202.99999999999997,0.02,0.13,0.182,0.078,0.7,3.3,74.8,0.32628144405852016,81.3,0.287,0.7240000000000001,65.7,0.426,0.35,39.6,22.5,1.98,35.64,22.77
"KAHUDI, CHARLES",2021,ASV,ASV,LDLC ASVEL Villeurbanne,19.90897435897436,197.0,0.039,0.127,0.096,0.114,3.0,3.6,76.8,0.3214630690965291,63.0,0.18,0.682,73.2,0.5,0.292,59.02,20.83,6.56,28.69,5.74
"SINGLETON, CHRIS",2021,IST,EFS,Anadolu Efes Istanbul,17.455092592592592,206.0,0.061,0.12300000000000001,0.076,0.10300000000000001,3.8,16.3,76.6,0.2921783412460547,79.3,0.29100000000000004,0.821,72.69999999999999,0.47100000000000003,0.22699999999999998,49.25,19.7,8.96,31.34,10.45
"WESTERMANN, LEO",2021,MCO,ASM,AS Monaco,16.73409090909091,198.0,0.016,0.09,0.29,0.161,1.1,3.8,56.3,0.5079451310607089,48.3,0.28600000000000003,0.885,48.8,0.41200000000000003,0.316,62.64,3.51,0.0,27.47,9.89
"JEAN-CHARLES, LIVIO",2021,OLY,OLY,Olympiacos Piraeus,10.666666666666666,204.0,0.111,0.142,0.147,0.191,6.6,8.1,80.0,0.44062500000000004,92.5,0.259,0.667,59.400000000000006,0.615,0.312,19.75,50.0,17.28,51.85,11.11
"DATOME, LUIGI",2021,MIL,AXM,EA7 Emporio Armani Milan,15.319230769230767,202.99999999999997,0.021,0.095,0.04,0.046,2.3,6.8,103.1,0.443886517700226,64.9,0.09699999999999999,0.867,87.7,0.5,0.39,53.25,26.83,2.6,10.39,33.77
"ANDERSON, JAMES",2021,IST,EFS,Anadolu Efes Istanbul,13.586904761904762,199.0,0.079,0.165,0.142,0.109,2.2,14.2,93.6,0.24288092526066765,137.2,0.172,0.909,69.7,0.5479999999999999,0.455,34.38,22.73,3.12,51.56,10.94
"BENTIL, BENJAMIN",2021,MIL,AXM,EA7 Emporio Armani Milan,15.63840579710145,206.0,0.045,0.145,0.036000000000000004,0.136,1.4,11.5,92.6,0.39006533524859827,74.7,0.198,0.619,76.1,0.491,0.408,46.23,36.73,14.15,34.91,4.72
"ZUBKOV, ANDREY",2021,DYR,ZEN,Zenit St Petersburg,19.20378787878788,204.99999999999997,0.084,0.153,0.12300000000000001,0.12300000000000001,2.3,7.7,72.0,0.30723105447946664,76.6,0.187,0.353,69.7,0.426,0.364,48.35,15.91,12.09,29.67,9.89
"KURBANOV, NIKITA",2021,CSK,CSK,CSKA Moscow,18.334027777777777,202.0,0.055999999999999994,0.094,0.198,0.124,4.9,4.1,80.8,0.2781712813908564,90.7,0.28800000000000003,0.667,60.2,0.6,0.368,52.05,34.21,19.18,17.81,10.96
"KUZMINSKAS, MINDAUGAS",2021,DYR,ZEN,Zenit St Petersburg,12.478030303030302,206.0,0.07200000000000001,0.124,0.052000000000000005,0.087,1.7,7.8,95.2,0.424746524194038,90.9,0.27,0.875,77.0,0.46299999999999997,0.371,39.33,14.29,7.87,51.69,1.12
"SMITS, ROLANDS",2021,BAR,BAR,FC Barcelona,14.862962962962964,206.99999999999997,0.08,0.17300000000000001,0.107,0.139,1.1,7.0,84.0,0.34986294542736107,92.0,0.192,0.92,69.5,0.6579999999999999,0.196,39.23,19.61,9.23,46.15,5.38
"GIST, JAMES",2021,ASV,ASV,LDLC ASVEL Villeurbanne,21.62142857142857,204.99999999999997,0.069,0.07400000000000001,0.084,0.135,7.5,7.5,78.9,0.35150313842087877,62.6,0.195,0.5329999999999999,71.89999999999999,0.5429999999999999,0.185,17.53,0.0,16.23,46.1,20.13
"MILAKNIS, ARTURAS",2021,ZAL,ZAL,Zalgiris Kaunas,20.156989247311827,195.0,0.006,0.05,0.092,0.044000000000000004,1.0,7.7,109.3,0.332390910060813,73.0,0.175,0.9309999999999999,80.3,0.483,0.41600000000000004,82.53,18.25,0.6,11.45,5.42
"GIFFEY, NIELS",2021,ZAL,ZAL,Zalgiris Kaunas,16.361309523809524,199.0,0.057999999999999996,0.14800000000000002,0.125,0.125,2.2,8.7,84.8,0.40339069378251535,77.7,0.276,0.882,66.8,0.508,0.345,47.15,8.62,0.81,34.15,17.89
"JARAMAZ, OGNJEN",2021,MUN,BAY,FC Bayern Munich,16.232407407407408,193.0,0.046,0.075,0.13,0.12,1.0,7.0,81.5,0.5113227996121157,61.5,0.264,0.755,67.2,0.485,0.353,50.75,9.8,3.48,27.36,18.41
"LACOMBE, PAUL",2021,ASV,ASV,LDLC ASVEL Villeurbanne,15.279333333333334,195.0,0.057,0.12300000000000001,0.17600000000000002,0.132,2.2,12.1,75.5,0.47776953619267853,70.6,0.083,0.9,66.7,0.542,0.32,20.66,16.0,3.31,61.98,14.05
"BRYANT, ELIJAH",2021,IST,EFS,Anadolu Efes Istanbul,18.838425925925925,196.0,0.047,0.133,0.177,0.125,2.0,8.5,76.5,0.3662726401415547,74.9,0.128,0.81,66.1,0.51,0.368,41.46,33.82,3.66,48.17,6.71
"PETRUSEV, FILIP",2021,IST,EFS,Anadolu Efes Istanbul,9.30909090909091,211.0,0.054000000000000006,0.154,0.055999999999999994,0.11199999999999999,3.7,1.9,107.2,0.5263671875,106.2,0.364,0.75,71.8,0.611,0.4,6.49,0.0,19.48,61.04,12.99
"BLAZEVIC, MAREK",2021,ZAL,ZAL,Zalgiris Kaunas,11.853086419753089,208.0,0.141,0.129,0.11699999999999999,0.172,2.2,5.6,85.1,0.5652536194146442,79.5,0.41700000000000004,0.8220000000000001,60.1,0.542,0.0,0.93,0.0,13.89,74.07,11.11
"CALOIARO, ANGELO",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,19.734761904761907,202.99999999999997,0.054000000000000006,0.14300000000000002,0.273,0.09300000000000001,0.6,13.0,70.8,0.23309123374273094,116.7,0.25,0.9129999999999999,57.099999999999994,0.519,0.325,43.48,55.0,2.17,48.91,5.43
"HOLLINS, AUSTIN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,20.660119047619048,192.0,0.033,0.083,0.10400000000000001,0.1,1.1,10.7,84.1,0.4646633438013195,55.9,0.17,0.8240000000000001,74.1,0.534,0.312,56.0,14.29,10.0,25.5,8.5
"ABALDE, ALBERTO",2021,MAD,RMB,Real Madrid,18.780555555555555,202.0,0.040999999999999995,0.142,0.172,0.129,0.0,5.5,70.2,0.4525957698565301,63.9,0.195,0.75,64.3,0.444,0.33799999999999997,45.12,10.81,3.05,33.54,18.29
"SANLI, SERTAC",2021,BAR,BAR,FC Barcelona,15.1265625,212.0,0.12300000000000001,0.142,0.096,0.134,5.4,3.3,87.2,0.4958165478772854,72.6,0.24,0.775,69.69999999999999,0.532,0.35700000000000004,33.53,1.79,11.38,44.31,10.78
"STRELNIEKS, JANIS",2021,ZAL,ZAL,Zalgiris Kaunas,20.45072463768116,191.0,0.015,0.091,0.19899999999999998,0.11199999999999999,1.0,7.3,72.7,0.44008220537169584,62.1,0.158,0.857,64.4,0.48,0.337,62.41,9.64,1.5,21.05,15.04
"WILLIAMS-GOSS, NIGEL",2021,MAD,RMB,Real Madrid,16.56609195402299,192.0,0.028999999999999998,0.11699999999999999,0.251,0.11599999999999999,0.0,3.6,61.4,0.5734605377276669,59.2,0.17300000000000001,0.857,58.8,0.44299999999999995,0.304,34.57,7.14,0.62,49.38,15.43
"ANDJUSIC, DANILO",2021,MCO,ASM,AS Monaco,16.269444444444442,195.0,0.019,0.081,0.102,0.141,0.4,3.1,90.9,0.5224517671162712,71.3,0.43799999999999994,0.873,63.400000000000006,0.415,0.425,49.38,6.25,0.62,32.72,17.28
"OSETKOWSKI, DYLAN",2021,ASV,ASV,LDLC ASVEL Villeurbanne,19.355128205128207,206.99999999999997,0.039,0.156,0.079,0.11900000000000001,3.5,12.4,77.1,0.4029939723123799,79.1,0.253,0.8109999999999999,72.1,0.402,0.312,43.84,9.38,6.16,36.99,13.01
"BLATT, TAMIR",2021,BER,BER,ALBA Berlin,15.020555555555555,184.0,0.026000000000000002,0.076,0.361,0.179,0.0,3.1,51.6,0.6457817065502829,65.0,0.14300000000000002,1.0,43.3,0.462,0.36,79.37,3.0,0.0,8.73,11.9
"LLULL, SERGIO",2021,MAD,RMB,Real Madrid,19.761574074074073,192.0,0.008,0.08800000000000001,0.204,0.086,0.0,3.5,64.4,0.688204287220335,47.1,0.21,0.701,65.0,0.365,0.306,60.5,4.66,0.31,20.69,18.5
"MARTIN, HASSAN",2021,OLY,OLY,Olympiacos Piraeus,14.147311827956988,200.99999999999997,0.113,0.147,0.046,0.124,10.4,5.9,111.9,0.35342403283423274,130.1,0.519,0.7040000000000001,67.6,0.644,0.0,0.0,0.0,16.35,77.88,5.77
"HANGA, ADAM",2021,MAD,RMB,Real Madrid,18.86021505376344,200.0,0.028999999999999998,0.161,0.215,0.084,4.4,8.0,71.8,0.42947548460661344,81.4,0.133,0.773,66.2,0.526,0.29600000000000004,42.77,14.08,4.82,46.99,5.42
"PAPANIKOLAOU, KOSTAS",2021,OLY,OLY,Olympiacos Piraeus,23.416666666666664,204.0,0.027999999999999997,0.127,0.187,0.12,2.5,10.1,74.6,0.37580071174377233,75.3,0.156,0.758,64.80000000000001,0.556,0.331,65.88,25.18,2.84,27.49,3.79
"SMITH, JALEEN",2021,BER,BER,ALBA Berlin,21.042424242424243,193.0,0.027000000000000003,0.099,0.183,0.12300000000000001,0.5,6.2,65.8,0.5987903225806451,52.6,0.109,0.9329999999999999,66.3,0.41200000000000003,0.317,52.54,6.9,3.62,28.99,14.86
"CAUSEUR, FABIEN",2021,MAD,RMB,Real Madrid,20.065476190476193,196.0,0.017,0.076,0.155,0.11599999999999999,0.8,3.9,92.2,0.4584989617324235,72.4,0.228,0.6920000000000001,66.19999999999999,0.579,0.43200000000000005,55.56,17.89,0.58,41.52,2.34
"SPISSU, MARCO",2021,UNK,UNK,UNICS Kazan,14.406666666666668,185.0,0.013000000000000001,0.11900000000000001,0.35700000000000004,0.162,0.5,6.5,68.6,0.5136510874595095,90.8,0.195,0.875,44.400000000000006,0.516,0.529,62.2,11.76,1.22,19.51,17.07
"CANAAN, ISAIAH",2021,UNK,UNK,UNICS Kazan,23.928472222222226,186.0,0.013999999999999999,0.07400000000000001,0.1,0.11900000000000001,1.3,4.1,88.8,0.5558231999303479,51.8,0.21600000000000003,0.816,71.2,0.409,0.41,61.23,10.79,1.76,28.63,8.37
"ZOOSMAN, YOVEL",2021,BER,BER,ALBA Berlin,21.1510752688172,200.0,0.044000000000000004,0.127,0.14,0.14400000000000002,1.1,9.1,82.7,0.40187082178897343,81.6,0.293,0.6940000000000001,63.3,0.442,0.444,48.5,23.46,6.59,36.53,8.38
"LEE, PARIS",2021,MCO,ASM,AS Monaco,19.4662037037037,183.0,0.008,0.081,0.24100000000000002,0.10400000000000001,0.0,11.5,72.7,0.5085737389112185,70.7,0.242,0.863,59.199999999999996,0.474,0.353,63.03,11.28,1.42,31.28,4.27
"EVANS, JEREMY",2021,PAN,PAO,Panathinaikos AKTOR Athens,16.1984375,206.0,0.077,0.13699999999999998,0.067,0.135,9.8,7.3,107.0,0.31484518182695087,137.6,0.284,0.758,70.9,0.625,0.5,17.24,35.0,29.31,35.34,18.1
"ANTETOKOUNMPO, KOSTAS",2021,ASV,ASV,LDLC ASVEL Villeurbanne,13.134615384615383,208.0,0.08,0.16,0.057999999999999996,0.153,13.8,10.2,109.8,0.40351390922401176,134.6,0.467,0.5479999999999999,65.39999999999999,0.718,0.4,5.56,0.0,52.22,37.78,4.44
"OLINDE, LOUIS",2021,BER,BER,ALBA Berlin,17.76875,204.99999999999997,0.076,0.17,0.11800000000000001,0.10400000000000001,7.0,5.6,89.0,0.33767147379528667,119.5,0.27,0.852,69.5,0.517,0.35700000000000004,42.0,19.05,13.0,38.0,7.0
"KURIC, KYLE",2021,BAR,BAR,FC Barcelona,20.12837837837838,194.0,0.042,0.077,0.102,0.071,0.4,6.0,103.2,0.38254447801275593,95.0,0.273,0.912,73.9,0.536,0.4,59.81,12.8,3.35,14.35,22.49
"DOBRIC, OGNJEN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,22.59885057471264,200.0,0.035,0.069,0.102,0.107,1.1,5.5,82.3,0.5531254768323077,58.1,0.192,0.745,72.9,0.45299999999999996,0.35700000000000004,47.55,6.35,4.15,40.0,8.3
"HOWARD, WILLIAM",2021,ASV,ASV,LDLC ASVEL Villeurbanne,22.652380952380952,202.99999999999997,0.034,0.145,0.113,0.06,3.8,15.8,96.2,0.27811645995375234,114.9,0.23,0.826,75.2,0.46399999999999997,0.43200000000000005,44.0,4.55,4.0,41.0,11.0
"DAVIDOVAC, DEJAN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,18.571428571428573,202.0,0.03,0.19699999999999998,0.16399999999999998,0.057,4.4,13.9,88.9,0.3069230769230769,129.3,0.377,0.7,66.8,0.5379999999999999,0.35200000000000004,50.94,9.26,3.77,36.79,8.49
"JOKUBAITIS, ROKAS",2021,BAR,BAR,FC Barcelona,16.77972972972973,193.0,0.034,0.08199999999999999,0.27,0.174,0.3,3.6,72.0,0.5840380124023516,75.3,0.23,0.7140000000000001,50.4,0.561,0.568,24.04,11.36,5.46,48.09,22.4
"LAMMERS, BEN",2021,BER,BER,ALBA Berlin,17.306944444444444,208.0,0.075,0.142,0.09,0.075,10.5,7.0,81.0,0.4795762779873205,90.0,0.16,0.84,78.0,0.473,0.1,6.41,30.0,14.1,23.08,56.41
"FERNANDEZ, RUDY",2021,MAD,RMB,Real Madrid,18.50686274509804,196.0,0.031,0.154,0.24100000000000002,0.049,2.1,10.5,71.4,0.45388568098744503,89.2,0.066,0.769,68.9,0.5,0.327,83.76,6.06,0.0,13.2,3.05
"MCKISSIC, SHAQUIELLE",2021,OLY,OLY,Olympiacos Piraeus,16.527477477477476,196.0,0.028999999999999998,0.111,0.187,0.079,1.0,11.2,84.7,0.49614346842549945,91.3,0.489,0.722,60.4,0.562,0.316,42.93,21.52,13.04,38.59,5.43
"WALKUP, THOMAS",2021,OLY,OLY,Olympiacos Piraeus,22.36261261261261,193.0,0.02,0.105,0.27,0.13,0.5,11.1,62.7,0.44717494208883074,75.4,0.228,0.7390000000000001,54.6,0.535,0.297,50.0,27.72,4.95,29.21,15.84
"FALL, YOUSSOUPHA",2021,ASV,ASV,LDLC ASVEL Villeurbanne,12.622619047619049,221.0,0.163,0.188,0.021,0.17800000000000002,2.8,6.4,115.9,0.3961143072715269,150.8,0.42100000000000004,0.725,67.6,0.705,0.0,0.0,0.0,33.68,63.16,3.16
"BOLOMBOY, JOEL",2021,CSK,CSK,CSKA Moscow,15.752173913043478,204.99999999999997,0.121,0.191,0.057999999999999996,0.08800000000000001,11.7,4.4,98.7,0.37455147667678723,129.4,0.185,0.75,78.9,0.6,0.261,21.3,47.83,31.48,34.26,12.96
"SIMON, KRUNOSLAV",2021,IST,EFS,Anadolu Efes Istanbul,21.182098765432094,198.0,0.021,0.131,0.24100000000000002,0.129,1.0,4.5,64.7,0.5004225557336442,73.1,0.161,0.9259999999999999,58.7,0.526,0.27399999999999997,43.45,13.7,1.19,39.88,15.48
"DELANEY, MALCOLM",2021,MIL,AXM,EA7 Emporio Armani Milan,24.22440476190476,191.0,0.013999999999999999,0.109,0.203,0.121,0.0,2.6,67.6,0.5738015087107158,56.3,0.292,0.706,59.900000000000006,0.43,0.32799999999999996,51.07,11.76,2.15,24.46,22.32
"REYNOLDS, JALEN",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,16.485238095238095,206.99999999999997,0.11699999999999999,0.23199999999999998,0.081,0.16,2.4,3.8,84.9,0.6369334758369681,75.1,0.20199999999999999,0.846,69.7,0.531,0.25,4.67,8.33,16.73,54.86,23.74
"THOMAS, DESHAUN",2021,MUN,BAY,FC Bayern Munich,22.83101851851852,202.0,0.048,0.133,0.075,0.099,1.6,2.7,92.5,0.4555206326675454,76.5,0.201,0.7020000000000001,76.0,0.503,0.4,36.97,30.48,2.11,43.66,17.25
"GRANGER, JAYSON",2021,BAS,BKN,Baskonia Vitoria-Gasteiz,22.924444444444443,189.0,0.02,0.081,0.292,0.122,0.0,4.5,54.6,0.5845288871655681,60.1,0.179,0.795,54.3,0.386,0.308,59.63,3.08,0.46,21.56,18.35
"LUNDBERG, IFFE",2021,CSK,CSK,CSKA Moscow,21.118055555555554,193.0,0.031,0.106,0.165,0.134,0.4,7.7,76.7,0.5587635646169025,67.9,0.161,0.833,65.4,0.528,0.33799999999999997,43.01,10.0,4.3,38.71,13.98
"EXUM, DANTE",2021,BAR,BAR,FC Barcelona,16.970666666666666,193.0,0.059000000000000004,0.11800000000000001,0.221,0.13,3.8,7.0,84.7,0.43604651162790703,109.0,0.546,0.8490000000000001,52.4,0.507,0.545,22.68,31.82,7.22,70.1,0.0
"THIEMANN, JOHANNES",2021,BER,BER,ALBA Berlin,18.64927536231884,204.99999999999997,0.087,0.136,0.17800000000000002,0.146,0.0,5.9,72.7,0.5094031706558906,85.9,0.35200000000000004,0.6,58.5,0.539,0.308,30.47,12.82,13.28,49.22,7.03
"SEDEKERSKIS, TADAS",2021,BAS,BKN,Baskonia Vitoria-Gasteiz,18.016666666666666,200.0,0.07,0.20800000000000002,0.23600000000000002,0.081,4.3,6.8,80.1,0.3330249768732655,137.9,0.155,0.5,64.0,0.636,0.354,46.6,10.42,16.5,31.07,5.83
"KUZMIC, OGNJEN",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,17.648989898989896,213.0,0.147,0.213,0.076,0.10800000000000001,5.4,9.7,95.6,0.31729861210473603,146.9,0.433,0.6,68.6,0.5670000000000001,0.0,0.0,0.0,19.69,74.02,6.3
"BEAUBOIS, RODRIGUE",2021,IST,EFS,Anadolu Efes Istanbul,22.20047619047619,195.0,0.013999999999999999,0.08900000000000001,0.17800000000000002,0.069,2.7,5.0,85.3,0.4864760515647455,77.6,0.12300000000000001,0.667,71.4,0.504,0.396,57.25,31.82,1.49,27.51,13.75
"IVANOVIC, NIKOLA",2021,RED,CZV,Crvena Zvezda Meridianbet Belgrade,15.352469135802467,199.0,0.062,0.07,0.222,0.106,0.0,4.4,70.2,0.7099835149370755,78.1,0.413,0.7829999999999999,56.900000000000006,0.41700000000000004,0.33799999999999997,42.51,1.41,1.2,34.73,21.56
"SANT-ROOS, HOWARD",2021,PAN,PAO,Panathinaikos AKTOR Athens,23.470430107526884,200.0,0.025,0.125,0.193,0.12300000000000001,2.2,11.7,70.4,0.43458939411293085,83.1,0.292,0.821,60.599999999999994,0.523,0.253,43.23,20.48,10.94,32.29,13.54
"KOUMADJE, KHALIFA",2021,BER,BER,ALBA Berlin,12.381746031746031,221.0,0.165,0.25,0.009000000000000001,0.184,11.0,1.8,115.0,0.4199730786488046,167.4,0.535,0.6579999999999999,65.3,0.7040000000000001,0.0,0.0,0.0,52.11,45.07,2.82
"WHITE, OKARO",2021,PAN,PAO,Panathinaikos AKTOR Athens,23.044827586206896,204.99999999999997,0.066,0.11900000000000001,0.085,0.133,3.3,9.6,90.5,0.40356127487655247,93.8,0.342,0.825,67.9,0.48200000000000004,0.392,40.22,21.62,12.5,35.33,11.96
"HACKETT, DANIEL",2021,CSK,CSK,CSKA Moscow,21.547727272727272,193.0,0.019,0.09,0.237,0.091,0.4,7.1,77.3,0.5058538128889358,81.9,0.294,0.7859999999999999,59.5,0.48100000000000004,0.40299999999999997,43.36,30.65,11.89,32.87,11.89
"HALL, DEVON",2021,MIL,AXM,EA7 Emporio Armani Milan,27.055555555555557,196.0,0.017,0.077,0.177,0.08800000000000001,1.8,4.8,81.0,0.45462012320328543,73.1,0.205,0.787,67.5,0.48700000000000004,0.371,46.98,15.0,3.02,35.57,14.43
"POLONARA, ACHILLE",2021,ULK,FBB,Fenerbahce Beko Istanbul,22.351666666666667,202.0,0.073,0.162,0.131,0.052000000000000005,5.6,8.7,87.4,0.37581090149876967,107.7,0.213,0.6,74.7,0.61,0.302,56.38,20.75,10.64,30.32,2.66
"WILLIAMS, DERRICK",2021,TEL,MTA,Maccabi Rapyd Tel Aviv,24.58380952380952,202.99999999999997,0.011000000000000001,0.14800000000000002,0.084,0.11599999999999999,1.1,8.9,89.0,0.43117808856002793,86.1,0.35,0.711,69.4,0.479,0.37799999999999995,43.19,14.41,13.62,35.02,8.17
"RODRIGUEZ, SERGIO",2021,MIL,AXM,EA7 Emporio Armani Milan,20.19950980392157,191.0,0.012,0.129,0.31,0.161,0.4,4.9,57.6,0.7128885868905769,63.1,0.21,0.76,48.5,0.583,0.318,64.71,11.04,0.84,24.79,9.66
"WEILER-BABB, NICK",2021,MUN,BAY,FC Bayern Munich,26.23390804597701,197.0,0.06,0.145,0.285,0.127,2.1,11.0,62.2,0.3811860582294565,92.1,0.204,0.875,53.900000000000006,0.522,0.292,41.4,16.92,4.46,27.39,26.75
"HENRY, PIERRIA",2021,ULK,FBB,Fenerbahce Beko Istanbul,28.7125,193.0,0.035,0.109,0.28600000000000003,0.166,1.0,12.2,53.8,0.5084893339138006,65.5,0.19899999999999998,0.732,50.4,0.42700000000000005,0.33299999999999996,46.6,7.29,2.43,33.98,16.99
"HEURTEL, THOMAS",2021,MAD,RMB,Real Madrid,19.3462962962963,189.0,0.022000000000000002,0.126,0.313,0.131,0.0,3.8,61.0,0.75983535943333,65.8,0.20800000000000002,0.857,50.9,0.43799999999999994,0.4,44.55,2.22,0.0,28.22,27.23
"DA SILVA, OSCAR",2021,BER,BER,ALBA Berlin,18.42878787878788,206.0,0.078,0.145,0.085,0.102,6.4,9.8,98.2,0.48294006412891555,108.0,0.244,0.7170000000000001,73.5,0.624,0.256,17.97,15.38,18.89,47.47,15.67
"GUDURIC, MARKO",2021,ULK,FBB,Fenerbahce Beko Istanbul,20.52380952380952,196.0,0.015,0.113,0.20800000000000002,0.15,0.5,5.5,75.6,0.6577726218097449,72.2,0.276,0.8170000000000001,57.2,0.556,0.36200000000000004,58.53,14.17,3.23,33.18,5.07
