player.name,season,player.team.code,gamesPlayed,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame,stealsPerGame,blocksPerGame,turnoversPerGame,pirPerGame,twoPointersPercentage,threePointersPercentage,freeThrowsPercentage
"LAZAREVIC, STEFAN",2021,RED,21.0,12.445238095238096,2.8,1.4,0.5,0.5,0.0,0.2,2.3,69.0,36.4,85.7
"MARKOVIC, STEFAN",2021,RED,21.0,12.755555555555556,2.6,1.5,1.9,0.5,0.0,1.1,2.6,53.8,27.0,71.4
"RICCI, GIAMPAOLO",2021,MIL,36.0,12.351851851851851,3.2,2.2,0.4,0.4,0.1,0.4,3.0,63.2,36.2,50.0
"SISKO, ZAN MARK",2021,MUN,27.0,17.795061728395062,4.3,1.3,2.9,0.6,0.0,1.0,3.2,45.3,36.1,66.7
"DIBARTOLOMEO, JOHN",2021,TEL,30.0,13.200555555555557,3.9,1.2,1.2,0.7,0.0,0.5,3.3,44.8,32.4,90.0
"HAZER, SEHMUS",2021,ULK,25.0,12.423333333333332,4.8,1.1,1.1,0.8,0.0,0.9,3.4,60.8,31.7,64.3
"OUATTARA, YAKUBA",2021,MCO,30.0,14.18388888888889,4.1,1.9,0.3,0.3,0.0,0.2,3.6,50.0,50.0,72.7
"HAYES-DAVIS, NIGEL",2021,BAR,37.0,18.957207207207205,4.2,2.1,0.8,0.5,0.1,0.8,4.0,42.2,24.4,80.0
"KASELAKIS, LEONIDAS",2021,PAN,31.0,15.324193548387097,3.7,2.0,0.9,0.2,0.0,0.4,4.0,42.6,35.0,72.4
"KAHUDI, CHARLES",2021,ASV,26.0,19.90897435897436,4.9,2.7,0.6,0.2,0.2,0.7,4.0,50.0,29.2,68.2
"SINGLETON, CHRIS",2021,IST,36.0,17.455092592592592,3.9,2.8,0.4,0.8,0.2,0.5,4.1,47.1,22.7,82.1
"WESTERMANN, LEO",2021,MCO,22.0,16.73409090909091,4.8,1.5,2.5,0.3,0.1,1.4,4.1,41.2,31.6,88.5
"DATOME, LUIGI",2021,MIL,26.0,15.319230769230767,7.0,1.4,0.3,0.5,0.2,0.3,4.4,50.0,39.0,86.7
"ANDERSON, JAMES",2021,IST,28.0,13.586904761904762,3.1,2.8,0.5,0.5,0.1,0.4,4.5,54.8,45.5,90.9
"BENTIL, BENJAMIN",2021,MIL,23.0,15.63840579710145,5.6,2.4,0.2,0.7,0.1,0.8,4.5,49.1,40.8,61.9
"ZUBKOV, ANDREY",2021,DYR,22.0,19.20378787878788,4.3,3.6,0.7,0.5,0.1,0.7,4.5,42.6,36.4,35.3
"KURBANOV, NIKITA",2021,CSK,24.0,18.334027777777777,4.1,2.3,1.0,0.2,0.2,0.6,4.6,60.0,36.8,66.7
"KUZMINSKAS, MINDAUGAS",2021,DYR,22.0,12.478030303030302,5.0,2.0,0.3,0.4,0.1,0.5,4.8,46.3,37.1,87.5
"SMITS, ROLANDS",2021,BAR,36.0,14.862962962962964,4.4,3.1,0.6,0.4,0.1,0.7,4.8,65.8,19.6,92.0
"GIST, JAMES",2021,ASV,28.0,21.62142857142857,6.0,2.5,0.6,0.6,0.6,1.0,4.8,54.3,18.5,53.3
"MILAKNIS, ARTURAS",2021,ZAL,31.0,20.156989247311827,7.3,0.9,0.6,0.5,0.1,0.3,4.9,48.3,41.6,93.1
"GIFFEY, NIELS",2021,ZAL,28.0,16.361309523809524,5.6,2.7,0.8,0.6,0.1,0.8,5.1,50.8,34.5,88.2
"JARAMAZ, OGNJEN",2021,MUN,36.0,16.232407407407408,6.8,1.5,1.1,0.6,0.1,1.0,5.1,48.5,35.3,75.5
"LACOMBE, PAUL",2021,ASV,25.0,15.279333333333334,5.5,2.3,1.3,0.9,0.2,1.0,5.1,54.2,32.0,90.0
"BRYANT, ELIJAH",2021,IST,36.0,18.838425925925925,5.3,2.9,1.2,0.6,0.1,0.9,5.2,51.0,36.8,81.0
"CALOIARO, ANGELO",2021,TEL,35.0,19.734761904761907,3.3,3.1,1.3,0.6,0.0,0.4,5.4,51.9,32.5,91.3
"HOLLINS, AUSTIN",2021,RED,28.0,20.660119047619048,8.1,1.9,1.0,1.0,0.1,1.0,5.4,53.4,31.2,82.4
"ABALDE, ALBERTO",2021,MAD,30.0,18.780555555555555,6.0,3.0,1.5,0.5,0.0,1.1,5.4,44.4,33.8,75.0
"SANLI, SERTAC",2021,BAR,32.0,15.1265625,6.5,3.3,0.7,0.2,0.4,1.0,5.4,53.2,35.7,77.5
"STRELNIEKS, JANIS",2021,ZAL,23.0,20.45072463768116,6.5,1.7,1.8,0.7,0.1,1.0,5.6,48.0,33.7,85.7
"WILLIAMS-GOSS, NIGEL",2021,MAD,29.0,16.56609195402299,5.8,2.1,2.4,0.3,0.0,1.1,5.6,44.3,30.4,85.7
"ANDJUSIC, DANILO",2021,MCO,30.0,16.269444444444442,7.7,1.3,0.9,0.3,0.0,1.2,6.1,41.5,42.5,87.3
"OSETKOWSKI, DYLAN",2021,ASV,26.0,19.355128205128207,6.0,3.1,0.6,1.0,0.3,0.9,6.2,40.2,31.2,81.1
"BLATT, TAMIR",2021,BER,30.0,15.020555555555555,5.0,1.3,3.5,0.3,0.0,1.7,6.3,46.2,36.0,100.0
"LLULL, SERGIO",2021,MAD,36.0,19.761574074074076,8.8,1.7,2.8,0.5,0.0,1.2,6.4,36.5,30.6,70.1
"MARTIN, HASSAN",2021,OLY,31.0,14.147311827956988,5.5,3.0,0.2,0.3,0.5,0.6,6.5,64.4,0.0,70.4
"HANGA, ADAM",2021,MAD,31.0,18.86021505376344,5.8,3.1,1.7,0.6,0.4,0.7,6.6,52.6,29.6,77.3
"PAPANIKOLAOU, KOSTAS",2021,OLY,37.0,23.416666666666664,6.6,3.0,1.6,0.9,0.2,1.1,6.6,55.6,33.1,75.8
"SMITH, JALEEN",2021,BER,33.0,21.042424242424243,8.3,2.2,2.3,0.8,0.1,1.5,6.6,41.2,31.7,93.3
"CAUSEUR, FABIEN",2021,MAD,28.0,20.065476190476197,8.5,1.6,1.4,0.4,0.1,1.1,6.7,57.9,43.2,69.2
"SPISSU, MARCO",2021,UNK,25.0,14.406666666666668,5.1,1.6,2.6,0.5,0.0,1.2,6.7,51.6,52.9,87.5
"CANAAN, ISAIAH",2021,UNK,24.0,23.928472222222226,11.8,1.8,1.3,0.5,0.2,1.6,6.9,40.9,41.0,81.6
"ZOOSMAN, YOVEL",2021,BER,31.0,21.1510752688172,7.0,3.0,1.2,0.8,0.1,1.2,6.9,44.2,44.4,69.4
"LEE, PARIS",2021,MCO,36.0,19.4662037037037,7.2,1.4,2.4,1.1,0.0,1.0,7.0,47.4,35.3,86.3
"EVANS, JEREMY",2021,PAN,32.0,16.1984375,5.5,3.0,0.3,0.4,0.5,0.7,7.0,62.5,50.0,75.8
"ANTETOKOUNMPO, KOSTAS",2021,ASV,26.0,13.134615384615383,5.8,2.6,0.3,0.5,0.7,0.8,7.1,71.8,40.0,54.8
"OLINDE, LOUIS",2021,BER,24.0,17.76875,5.3,3.6,0.7,0.3,0.4,0.6,7.2,51.7,35.7,85.2
"KURIC, KYLE",2021,BAR,37.0,20.12837837837838,7.9,2.0,0.8,0.5,0.0,0.5,7.3,53.6,40.0,91.2
"DOBRIC, OGNJEN",2021,RED,29.0,22.59885057471264,10.3,1.9,1.3,0.7,0.1,1.3,7.3,45.3,35.7,74.5
"HOWARD, WILLIAM",2021,ASV,21.0,22.652380952380952,6.1,3.5,0.7,1.0,0.2,0.4,7.3,46.4,43.2,82.6
"DAVIDOVAC, DEJAN",2021,RED,28.0,18.571428571428573,5.0,3.3,0.9,0.8,0.2,0.3,7.3,53.8,35.2,70.0
"JOKUBAITIS, ROKAS",2021,BAR,37.0,16.77972972972973,7.1,1.6,2.6,0.4,0.0,1.7,7.4,56.1,56.8,71.4
"LAMMERS, BEN",2021,BER,24.0,17.306944444444444,6.8,3.2,0.8,0.6,0.9,0.6,7.5,47.3,10.0,84.0
"FERNANDEZ, RUDY",2021,MAD,34.0,18.50686274509804,6.0,3.0,2.0,0.9,0.2,0.4,7.5,50.0,32.7,76.9
"MCKISSIC, SHAQUIELLE",2021,OLY,37.0,16.527477477477476,7.0,1.9,1.5,0.9,0.1,0.6,7.5,56.2,31.6,72.2
"WALKUP, THOMAS",2021,OLY,37.0,22.36261261261261,6.3,2.3,2.7,1.1,0.1,1.3,7.5,53.5,29.7,73.9
"FALL, YOUSSOUPHA",2021,ASV,28.0,12.622619047619049,5.8,3.6,0.1,0.3,0.1,0.9,7.6,70.5,0.0,72.5
"BOLOMBOY, JOEL",2021,CSK,23.0,15.752173913043478,5.9,4.1,0.3,0.3,0.7,0.5,7.7,60.0,26.1,75.0
"SIMON, KRUNOSLAV",2021,IST,27.0,21.182098765432094,6.9,2.8,2.6,0.5,0.1,1.4,7.7,52.6,27.4,92.6
"DELANEY, MALCOLM",2021,MIL,28.0,24.22440476190476,9.4,2.5,2.8,0.4,0.0,1.7,7.8,43.0,32.8,70.6
"REYNOLDS, JALEN",2021,TEL,35.0,16.485238095238095,8.9,4.6,0.9,0.4,0.3,1.7,7.9,53.1,25.0,84.6
"THOMAS, DESHAUN",2021,MUN,36.0,22.83101851851852,9.6,3.2,0.8,0.3,0.2,1.0,7.9,50.3,40.0,70.2
"GRANGER, JAYSON",2021,BAS,30.0,22.924444444444443,7.3,2.0,3.9,0.6,0.0,1.6,8.0,38.6,30.8,79.5
"LUNDBERG, IFFE",2021,CSK,24.0,21.118055555555557,9.1,2.4,2.0,0.9,0.0,1.6,8.0,52.8,33.8,83.3
"EXUM, DANTE",2021,BAR,25.0,16.970666666666666,6.3,2.5,1.6,0.5,0.3,1.0,8.1,50.7,54.5,84.9
"THIEMANN, JOHANNES",2021,BER,23.0,18.64927536231884,6.9,3.5,1.7,0.6,0.0,1.4,8.2,53.9,30.8,60.0
"SEDEKERSKIS, TADAS",2021,BAS,27.0,18.016666666666666,4.8,4.4,1.4,0.4,0.3,0.5,8.2,63.6,35.4,50.0
"KUZMIC, OGNJEN",2021,RED,33.0,17.648989898989896,5.4,5.1,0.4,0.5,0.3,0.6,8.2,56.7,0.0,60.0
"BEAUBOIS, RODRIGUE",2021,IST,35.0,22.20047619047619,9.2,2.0,1.9,0.5,0.3,0.7,8.3,50.4,39.6,66.7
"IVANOVIC, NIKOLA",2021,RED,27.0,15.352469135802467,7.6,1.6,2.4,0.5,0.0,1.1,8.5,41.7,33.8,78.3
"SANT-ROOS, HOWARD",2021,PAN,31.0,23.470430107526884,7.2,3.1,2.0,1.2,0.2,1.3,8.5,52.3,25.3,82.1
"KOUMADJE, KHALIFA",2021,BER,21.0,12.381746031746031,6.0,4.3,0.0,0.1,0.6,1.0,8.7,70.4,0.0,65.8
"WHITE, OKARO",2021,PAN,29.0,23.044827586206896,8.4,3.7,0.8,0.9,0.3,1.2,8.8,48.2,39.2,82.5
"HACKETT, DANIEL",2021,CSK,22.0,21.547727272727272,8.5,1.9,2.6,0.8,0.0,1.0,9.0,48.1,40.3,78.6
"HALL, DEVON",2021,MIL,36.0,27.05555555555556,9.9,2.1,2.2,0.6,0.2,1.1,9.0,48.7,37.1,78.7
"POLONARA, ACHILLE",2021,ULK,30.0,22.351666666666667,7.3,4.3,1.1,0.7,0.5,0.4,9.0,61.0,30.2,60.0
"WILLIAMS, DERRICK",2021,TEL,35.0,24.58380952380952,9.4,3.1,0.9,0.9,0.1,1.2,9.1,47.9,37.8,71.1
"RODRIGUEZ, SERGIO",2021,MIL,34.0,20.19950980392157,8.3,2.3,4.5,0.7,0.1,2.3,9.1,58.3,31.8,76.0
"WEILER-BABB, NICK",2021,MUN,29.0,26.23390804597701,6.2,4.2,2.9,1.1,0.2,1.3,9.2,52.2,29.2,87.5
"HENRY, PIERRIA",2021,ULK,28.0,28.7125,7.9,3.4,4.2,1.8,0.1,2.4,9.6,42.7,33.3,73.2
"HEURTEL, THOMAS",2021,MAD,27.0,19.3462962962963,9.0,2.4,4.6,0.6,0.0,1.9,9.7,43.8,40.0,85.7
"DA SILVA, OSCAR",2021,BER,33.0,18.42878787878788,8.8,3.5,0.8,0.9,0.6,0.9,9.7,62.4,25.6,71.7
"GUDURIC, MARKO",2021,ULK,28.0,20.52380952380952,10.2,2.2,2.8,0.8,0.1,2.0,9.8,55.6,36.2,81.7
"LAPROVITTOLA, NICOLAS",2021,BAR,38.0,20.44561403508772,9.6,1.8,3.1,0.7,0.0,1.6,9.8,54.3,44.0,88.2
"POYTHRESS, ALEX",2021,DYR,23.0,20.171014492753624,7.7,4.2,0.9,0.7,0.6,1.0,9.8,64.0,0.0,76.6
"BARON, BILLY",2021,DYR,23.0,20.423188405797102,11.2,1.7,2.2,0.2,0.0,1.3,9.9,54.0,35.7,83.6
"SHVED, ALEXEY",2021,CSK,24.0,25.00625,11.0,2.6,3.6,1.1,0.4,1.6,10.0,48.1,32.5,87.8
"DUNSTON, BRYANT",2021,IST,37.0,17.953153153153153,7.1,3.2,0.9,0.8,1.0,0.6,10.0,72.0,50.0,69.7
"CAVANAUGH, TYLER",2021,ZAL,30.0,25.808888888888887,9.7,5.1,1.5,0.5,0.2,1.0,10.0,54.1,37.8,76.7
"MICKEY, JORDAN",2021,DYR,22.0,25.375,10.5,4.3,0.8,0.5,0.9,1.6,10.1,58.0,35.7,80.0
"WALDEN, COREY",2021,MUN,25.0,22.39,9.8,1.8,2.5,1.0,0.0,1.5,10.1,46.8,42.5,89.2
"HUNTER, OTHELLO",2021,MUN,35.0,21.21761904761905,7.7,5.0,1.1,0.6,0.5,1.0,10.2,57.5,37.5,61.6
"EVANS, KEENAN",2021,TEL,33.0,25.21212121212121,8.2,2.5,3.5,1.2,0.2,1.3,10.2,51.5,32.9,87.9
"THOMAS, WILL",2021,MCO,35.0,27.41238095238095,7.5,4.2,1.1,0.6,0.1,0.4,10.3,64.2,40.8,86.2
"DORSEY, TYLER",2021,OLY,38.0,24.16754385964912,12.8,2.3,2.0,0.5,0.1,1.8,10.3,51.7,37.4,78.1
"DAVIES, BRANDON",2021,BAR,36.0,19.90277777777778,9.9,3.7,1.6,0.6,0.3,1.7,10.3,54.5,25.0,68.0
"WOLTERS, NATE",2021,RED,31.0,23.703225806451613,10.9,2.6,3.6,0.7,0.1,1.5,10.5,55.3,35.9,62.5
"BACON, DWAYNE",2021,MCO,29.0,25.29655172413793,14.0,3.1,1.1,1.0,0.0,1.2,10.6,46.1,41.9,80.3
"MITROVIC, LUKA",2021,RED,31.0,19.94516129032258,8.3,4.3,1.7,0.6,0.2,1.7,10.6,59.7,0.0,68.0
"ENOCH, STEVEN",2021,BAS,32.0,20.38020833333333,9.5,5.6,0.8,0.2,0.4,1.3,10.7,57.1,37.5,82.0
"MOERMAN, ADRIEN",2021,IST,40.0,24.74125,8.4,5.3,0.6,0.4,0.5,0.8,10.7,58.1,41.5,71.4
"MOTIEJUNAS, DONATAS",2021,MCO,38.0,19.09122807017544,9.7,4.6,0.7,0.5,0.3,1.0,10.8,63.5,32.7,44.7
"BOOKER, DEVIN",2021,ULK,29.0,24.317241379310342,9.1,4.4,1.6,0.7,0.2,1.4,10.9,61.7,36.8,76.2
"LEKAVICIUS, LUKAS",2021,ZAL,32.0,23.763541666666665,10.2,1.3,4.2,0.7,0.0,2.1,10.9,48.9,34.1,87.8
"PAPAPETROU, IOANNIS",2021,PAN,23.0,29.065942028985507,12.0,3.2,2.5,0.4,0.1,1.5,11.0,53.2,25.2,80.0
"ULANOVAS, EDGARAS",2021,ZAL,32.0,27.476041666666667,8.1,4.3,2.1,0.8,0.2,1.2,11.2,49.2,34.7,78.9
"PLEISS, TIBOR",2021,IST,40.0,18.06375,9.6,4.3,0.6,0.4,0.5,0.7,11.2,59.8,44.2,89.1
"PIERRE, DYSHAWN",2021,ULK,28.0,27.77142857142857,8.3,4.4,2.0,1.0,0.4,1.2,11.4,55.2,31.2,82.9
"FONTECCHIO, SIMONE",2021,BAS,31.0,26.458064516129035,11.0,4.4,2.4,0.9,0.2,1.7,11.5,45.3,40.2,85.7
"DIALLO, ALPHA",2021,MCO,34.0,24.61176470588235,9.6,4.8,1.7,1.4,0.3,1.4,11.5,53.7,38.2,73.2
"MACON JR, DARYL",2021,PAN,31.0,25.88010752688172,13.1,2.2,3.6,0.7,0.1,2.2,11.6,53.3,33.3,87.1
"COSTELLO, MATTHEW",2021,BAS,27.0,21.88456790123457,9.1,5.1,1.3,0.4,0.9,1.1,11.7,60.3,32.3,79.2
"KALINIC, NIKOLA",2021,RED,32.0,30.063020833333333,12.6,3.9,3.4,1.0,0.1,2.7,11.7,51.8,27.6,71.7
"POIRIER, VINCENT",2021,MAD,37.0,17.97432432432432,7.4,5.5,0.9,0.8,0.9,1.3,11.7,58.5,16.7,76.8
"HINES, KYLE",2021,MIL,36.0,23.79537037037037,8.0,5.3,1.8,0.7,0.7,1.2,11.8,62.7,100.0,65.8
"GIEDRAITIS, ROKAS",2021,BAS,29.0,28.754597701149425,11.1,3.2,1.3,1.0,0.1,1.0,11.8,52.6,39.8,80.6
"CALATHES, NICK",2021,BAR,29.0,24.51494252873563,7.3,4.0,6.4,1.1,0.1,1.9,11.8,57.1,31.7,45.0
"JEKIRI, TONYE",2021,UNK,24.0,24.53680555555556,7.6,6.5,1.0,1.0,0.6,1.2,12.2,63.1,0.0,62.2
"BROWN III, JOHN",2021,UNK,25.0,30.790666666666667,10.3,4.8,1.2,2.8,0.1,1.0,12.5,51.0,13.3,60.0
"HALL, DONTA",2021,MCO,35.0,18.47523809523809,8.3,5.1,0.3,0.6,1.1,0.6,12.6,77.5,0.0,72.1
"NEBO, JOSH",2021,ZAL,28.0,22.60059523809524,8.8,6.2,0.5,0.6,0.8,1.2,12.8,65.0,0.0,67.2
"RUBIT, AUGUSTINE",2021,MUN,36.0,25.425925925925927,10.5,4.9,1.4,0.6,0.3,1.1,12.8,50.9,35.6,86.7
"FALL, MOUSTAPHA",2021,OLY,37.0,22.945045045045045,8.2,5.1,1.1,0.4,1.0,1.1,13.2,70.3,0.0,61.3
"NEDOVIC, NEMANJA",2021,PAN,26.0,23.59423076923077,14.3,2.2,3.2,0.5,0.1,2.2,13.2,53.0,38.6,85.3
"MELLI, NICOLO",2021,MIL,32.0,25.0015625,8.1,6.7,1.3,1.1,0.4,1.1,13.4,52.3,29.2,79.2
"YABUSELE, GUERSCHON",2021,MAD,36.0,27.59398148148148,11.9,4.8,1.5,1.0,0.2,1.5,13.5,57.3,40.2,78.9
"OKOBO, ELIE",2021,ASV,27.0,27.55555555555556,14.5,2.8,3.9,0.7,0.1,3.1,13.5,51.5,36.8,82.7
"SIKMA, LUKE",2021,BER,29.0,23.78908045977012,9.0,6.3,3.5,1.2,0.2,2.1,14.1,50.6,35.7,81.8
"DE COLO, NANDO",2021,ULK,21.0,22.114285714285717,11.9,2.2,3.8,1.3,0.2,2.5,14.1,60.6,31.6,87.1
"SHIELDS, SHAVON",2021,MIL,24.0,29.815972222222225,13.0,4.0,2.8,1.1,0.4,1.7,14.2,49.1,34.7,78.7
"LUCIC, VLADIMIR",2021,MUN,32.0,30.066666666666663,12.1,4.2,1.5,0.7,0.2,1.1,14.2,53.7,33.3,88.1
"HEZONJA, MARIO",2021,UNK,25.0,29.63133333333333,14.2,6.1,1.8,1.2,0.3,2.3,14.3,52.4,34.9,77.8
"LOYD, JORDAN",2021,DYR,23.0,27.231884057971016,13.2,4.0,3.9,1.0,0.1,2.2,14.4,49.7,34.7,83.3
"JONES, CHRIS",2021,ASV,31.0,27.52795698924731,13.1,3.2,3.6,1.5,0.1,1.9,14.7,53.7,39.0,82.1
"SLOUKAS, KOSTAS",2021,OLY,37.0,24.896396396396398,11.9,2.6,5.0,0.8,0.0,2.2,14.8,48.8,41.8,84.8
"LO, MAODO",2021,BER,33.0,24.16868686868687,13.3,2.3,3.7,0.8,0.0,2.1,14.8,50.0,44.4,83.5
"NUNNALLY, JAMES",2021,TEL,32.0,28.490104166666665,13.8,3.9,2.6,0.6,0.2,1.7,15.1,50.3,40.7,89.8
"WILBEKIN, SCOTTIE",2021,TEL,35.0,29.02714285714286,15.4,2.1,4.1,1.5,0.0,2.0,15.1,47.2,37.9,94.1
"BALDWIN IV, WADE",2021,BAS,30.0,28.050555555555555,14.1,3.6,4.4,1.1,0.2,2.7,15.5,51.0,34.0,81.2
"ZIZIC, ANTE",2021,TEL,31.0,21.09032258064516,12.2,5.0,0.6,0.5,0.8,1.1,15.5,66.7,0.0,73.0
"BROWN, LORENZO",2021,UNK,24.0,29.3625,13.8,3.6,6.1,1.5,0.2,2.9,17.3,57.2,32.2,85.7
"PAPAGIANNIS, GEORGIOS",2021,PAN,29.0,28.41149425287356,10.3,8.2,0.9,0.8,1.7,1.3,17.4,64.3,0.0,73.7
"MICIC, VASILIJE",2021,IST,34.0,30.205392156862747,18.2,2.7,4.6,1.1,0.0,2.9,17.5,58.2,33.9,85.4
"VEZENKOV, SASHA",2021,OLY,38.0,30.191666666666663,13.7,5.9,1.5,1.0,0.2,0.8,17.8,66.5,37.0,83.3
"JAMES, MIKE",2021,MCO,38.0,31.18684210526316,16.4,3.2,5.8,1.2,0.1,2.5,18.1,49.4,31.3,83.3
"VESELY, JAN",2021,ULK,22.0,28.50075757575757,13.6,6.1,2.5,1.1,0.4,2.0,18.2,63.1,33.3,73.3
"TAVARES, WALTER",2021,MAD,35.0,22.97809523809524,10.9,7.5,1.0,0.9,1.7,1.8,18.4,69.5,0.0,73.7
"LARKIN, SHANE",2021,IST,39.0,31.89358974358974,14.7,3.0,5.3,1.3,0.0,2.4,18.7,51.2,38.2,89.8
"MIROTIC, NIKOLA",2021,BAR,38.0,24.43245614035088,16.9,5.2,1.4,0.9,0.3,1.7,20.1,65.5,46.3,87.6
"LAZIC, BRANKO",2022,RED,25.0,18.412,2.7,1.2,0.6,0.6,0.0,0.5,1.4,41.2,50.0,60.0
"MANTZOUKAS, ELEFTHERIOS",2022,PAN,21.0,12.61904761904762,3.1,1.7,0.4,0.1,0.1,0.5,1.6,57.9,41.9,80.0
"LAZAREVIC, STEFAN",2022,RED,30.0,17.905555555555555,2.7,2.8,0.5,0.3,0.0,0.3,2.5,50.0,33.3,81.2
"MARKOVIC, STEFAN",2022,RED,29.0,16.377011494252873,2.2,1.8,2.0,0.5,0.1,0.7,2.8,43.8,32.6,75.0
"ABALDE, ALBERTO",2022,MAD,24.0,14.375694444444443,2.6,2.1,1.6,0.3,0.0,0.6,2.9,37.0,25.0,66.7
"DIOT, ANTOINE",2022,ASV,25.0,12.919333333333334,3.3,1.0,1.4,0.5,0.0,0.7,2.9,47.1,36.4,100.0
"CAUSEUR, FABIEN",2022,MAD,29.0,12.661494252873563,4.0,1.1,1.2,0.4,0.1,0.7,3.1,40.0,36.4,77.3
"DA SILVA, OSCAR",2022,BAR,27.0,12.238888888888887,2.9,2.6,0.2,0.3,0.1,0.4,3.1,53.7,30.0,64.0
"COHEN, JAKE",2022,TEL,27.0,12.19567901234568,3.0,1.8,1.1,0.2,0.0,0.6,3.1,62.5,26.5,81.2
"DELOW, MALTE",2022,BER,25.0,14.316,3.9,2.0,1.0,0.6,0.1,1.0,3.1,65.0,36.8,57.1
"DIMSA, TOMAS",2022,ZAL,36.0,15.827777777777776,5.9,1.1,0.9,0.5,0.1,0.9,3.1,44.3,34.2,72.2
"PONS, YVES",2022,ASV,30.0,14.372222222222224,3.7,1.8,0.3,0.5,0.4,0.5,3.1,62.0,32.4,46.2
"CANAAN, ISAIAH",2022,OLY,39.0,16.104700854700855,6.3,1.0,0.9,0.6,0.1,0.8,3.4,40.5,38.2,66.7
"PRADILLA, JAIME",2022,PAM,30.0,13.360555555555557,3.9,2.1,0.6,0.2,0.1,0.7,3.7,56.6,38.1,42.9
"RADEBAUGH, JONAH",2022,PAM,34.0,17.295098039215684,5.7,1.6,1.4,0.7,0.2,0.9,4.0,49.4,35.0,95.5
"TAYLOR, ISAIAH",2022,IST;ZAL,26.0,14.262820512820513,5.7,0.8,1.6,0.5,0.0,1.0,4.0,47.4,45.5,72.2
"PROCIDA, GABRIELE",2022,BER,27.0,14.569135802469136,5.7,1.8,0.5,0.5,0.3,0.9,4.0,61.0,24.1,75.8
"HANGA, ADAM",2022,MAD,27.0,13.376543209876544,4.2,1.8,1.7,0.6,0.2,1.0,4.1,38.9,36.2,72.4
"HILLIARD, DARRUN",2022,TEL,32.0,13.475520833333333,5.6,1.4,1.1,0.3,0.0,0.6,4.1,32.6,44.7,96.2
"BLOSSOMGAME, JARON",2022,MCO,38.0,17.351315789473684,5.1,2.7,0.2,0.3,0.2,0.3,4.4,58.5,25.0,55.6
"PETERS, ALEC",2022,OLY,37.0,13.230630630630632,4.6,2.5,0.4,0.4,0.1,0.6,4.5,44.3,41.1,96.4
"ADAMS, JALEN",2022,TEL,23.0,15.849275362318842,6.7,1.4,1.3,0.6,0.1,1.0,4.7,47.4,35.7,84.6
"KURIC, KYLE",2022,BAR,22.0,13.59772727272727,5.0,1.2,0.5,0.7,0.0,0.4,4.7,43.8,43.6,90.9
"PUERTO, JOSEP",2022,PAM,33.0,16.07323232323232,4.4,2.2,0.5,0.3,0.0,0.6,4.7,55.8,49.1,83.3
"MITROU-LONG, NAZ",2022,MIL,21.0,17.552380952380954,7.4,2.0,2.0,0.4,0.0,1.8,4.7,40.9,35.2,92.9
"LARENTZAKIS, GIANNOULIS",2022,OLY,41.0,14.408130081300811,6.4,1.8,1.0,0.5,0.0,1.0,4.8,48.4,37.4,72.9
"PAJOLA, ALESSANDRO",2022,VIR,29.0,16.68448275862069,3.1,1.8,2.5,1.2,0.0,0.8,4.9,50.0,32.4,73.3
"EDWARDS, CARSEN",2022,ULK,34.0,15.36176470588235,8.0,1.3,1.1,0.6,0.1,1.0,4.9,44.6,34.2,86.4
"NOUA, AMINE",2022,ASV,30.0,19.74388888888889,6.5,3.0,0.8,0.3,0.2,1.0,4.9,50.0,34.1,70.0
"MADAR, YAM",2022,PAR,38.0,13.40438596491228,5.8,1.2,1.6,0.6,0.2,0.8,5.0,52.8,33.8,87.5
"JARAMAZ, OGNJEN",2022,MUN,25.0,15.617333333333333,6.4,1.2,1.5,0.3,0.0,1.2,5.0,45.2,32.8,88.5
"PAPAPETROU, IOANNIS",2022,PAR,38.0,20.610526315789475,5.4,2.3,0.9,0.4,0.2,0.7,5.1,43.9,36.8,72.2
"LLULL, SERGIO",2022,MAD,29.0,16.75287356321839,6.1,1.2,2.4,0.3,0.0,1.0,5.1,32.8,29.4,91.3
"ANDJUSIC, DANILO",2022,PAR,26.0,13.099358974358974,6.5,1.0,1.2,0.3,0.1,1.3,5.1,52.4,42.4,85.7
"SANLI, SERTAC",2022,BAR,36.0,17.164814814814815,6.2,3.1,1.0,0.3,0.5,1.0,5.1,60.4,26.5,85.7
"CLAVER, VICTOR",2022,PAM,30.0,17.71055555555556,4.8,2.6,0.9,0.8,0.1,0.9,5.2,56.4,41.3,81.5
"AVRAMOVIC, ALEKSA",2022,PAR,23.0,14.021014492753624,6.3,1.9,1.6,0.6,0.2,1.0,5.4,53.4,33.3,68.8
"ENOCH, STEVEN",2022,BAS,24.0,12.9375,5.1,2.9,0.2,0.2,0.4,0.7,5.5,61.3,33.3,63.6
"KAHUDI, CHARLES",2022,ASV,29.0,18.822988505747126,6.2,2.5,0.4,0.4,0.1,0.7,5.6,47.8,35.1,89.5
"TONUT, STEFANO",2022,MIL,24.0,15.177777777777775,4.5,2.0,1.0,0.5,0.0,0.5,5.6,62.5,38.7,68.8
"MARTIN, HASSAN",2022,RED,23.0,14.221014492753625,4.9,3.0,0.4,0.5,0.4,0.8,5.7,58.2,0.0,67.7
"WEEMS, KYLE",2022,VIR,29.0,18.19712643678161,6.2,2.8,0.9,0.7,0.1,0.7,5.7,52.8,40.3,75.0
