player.name,season,player.team.code,gamesPlayed,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame,stealsPerGame,blocksPerGame,turnoversPerGame,pirPerGame,twoPointersPercentage,threePointersPercentage,freeThrowsPercentage
"NDIAYE, MBAYE",2023,ASV,22.0,15.837121212121213,3.6,3.9,1.0,0.5,0.9,0.8,6.3,56.9,18.2,53.8
"BLOSSOMGAME, JARON",2023,MCO,39.0,19.58974358974359,6.6,3.3,0.3,0.5,0.3,0.3,6.4,63.0,25.9,65.6
"DAVIDOVAC, DEJAN",2023,RED,31.0,19.29784946236559,5.1,3.0,0.6,0.7,0.3,0.4,6.5,56.4,38.2,73.9
"ZIZIC, ANTE",2023,VIR;IST,30.0,14.283333333333331,4.8,2.7,0.6,0.3,0.4,0.7,6.5,64.6,0.0,57.1
"SORKIN, ROMAN",2023,TEL,32.0,15.759375,6.8,3.1,0.5,0.3,0.6,1.0,6.5,55.6,37.5,78.6
"HARPER, JARED",2023,PAM,22.0,16.453787878787878,8.5,0.8,2.2,0.6,0.0,1.3,6.5,50.0,25.3,85.3
"ABRINES, ALEX",2023,BAR,27.0,17.31851851851852,6.9,2.0,0.5,0.5,0.3,0.7,6.6,62.5,44.8,85.7
"DUNSTON, BRYANT",2023,VIR,36.0,19.28981481481481,4.5,3.6,0.9,0.8,0.7,0.6,6.7,63.0,33.3,47.6
"MCKISSIC, SHAQUIELLE",2023,OLY,32.0,16.340625,7.3,1.6,1.0,1.0,0.0,1.0,6.8,58.6,34.6,71.2
"MANEK, BRADY",2023,ZAL,28.0,18.84583333333333,7.5,3.4,0.6,0.6,0.1,0.9,6.9,46.4,40.7,78.9
"WETZELL, YANNI",2023,BER,27.0,20.02283950617284,7.9,3.5,0.9,0.6,0.3,1.5,7.0,52.8,20.0,66.7
"JOVIC, STEFAN",2023,PAM,27.0,16.96358024691358,4.9,1.9,2.9,0.9,0.0,1.1,7.0,65.2,30.3,60.7
"BONGA, ISAAC",2023,MUN,31.0,19.923655913978493,5.8,4.2,1.2,0.7,0.3,1.3,7.2,55.6,29.9,79.5
"PAPAGIANNIS, GEORGIOS",2023,ULK,38.0,15.976315789473684,5.7,3.1,0.8,0.3,0.8,0.7,7.2,66.7,48.8,66.7
"HAYES, KEVARRIUS",2023,ZAL,34.0,18.6656862745098,5.6,4.0,0.5,0.7,0.7,0.9,7.4,56.4,66.7,77.1
"WEILER-BABB, NICK",2023,MUN,34.0,21.75049019607843,6.2,3.2,2.1,0.7,0.1,0.9,7.4,56.0,38.7,85.0
"DORSEY, TYLER",2023,ULK,38.0,17.603947368421053,8.7,1.8,1.2,0.2,0.1,1.0,7.5,42.7,45.4,83.1
"MICKEY, JORDAN",2023,VIR,26.0,18.18846153846154,8.2,4.0,0.6,0.4,0.7,1.3,7.7,50.4,41.5,67.5
"BLATT, TAMIR",2023,TEL,38.0,18.87894736842105,7.0,1.5,4.8,0.4,0.0,1.8,7.8,50.0,39.3,87.5
"PETRUSEV, FILIP",2023,OLY,22.0,15.621969696969698,6.3,3.3,0.6,0.3,0.5,0.7,7.8,50.6,28.6,78.3
"KOTSAR, MAIK",2023,BAS,39.0,18.086752136752136,5.6,3.3,1.2,0.7,0.3,0.7,7.8,51.8,0.0,68.7
"HALL, DONTA",2023,MCO,38.0,13.621491228070177,4.9,3.5,0.4,0.5,0.4,0.3,7.9,74.7,0.0,60.7
"THOMAS, MATT",2023,BER,30.0,21.99833333333333,10.1,2.0,1.6,0.5,0.0,1.2,8.0,47.7,43.2,88.9
"PIERRE, DYSHAWN",2023,ULK,27.0,19.79753086419753,5.6,3.9,1.0,0.6,0.1,0.4,8.0,54.1,30.2,91.7
"PLEISS, TIBOR",2023,IST,23.0,18.016666666666666,7.8,3.6,0.7,0.3,0.6,0.7,8.0,52.3,43.5,88.9
"PROCIDA, GABRIELE",2023,BER,25.0,17.458666666666666,8.3,1.6,0.9,1.4,0.4,1.0,8.0,58.2,29.0,75.6
"EDWARDS, CARSEN",2023,MUN,34.0,22.81764705882353,11.5,1.7,1.8,0.9,0.1,1.7,8.1,45.6,32.6,91.4
"HANGA, ADAM",2023,RED,26.0,20.12179487179487,8.0,2.9,2.4,1.0,0.3,1.3,8.2,47.2,33.3,53.3
"WILLIAMS-GOSS, NIGEL",2023,OLY,32.0,21.992708333333333,9.1,2.3,3.3,1.2,0.0,1.6,8.3,45.1,42.0,75.8
"KALINIC, NIKOLA",2023,BAR,39.0,24.57905982905983,7.3,3.8,2.4,0.8,0.1,1.3,8.3,45.2,40.6,58.1
"CANAAN, ISAIAH",2023,OLY,41.0,23.05650406504065,11.1,1.2,1.4,0.9,0.1,1.1,8.4,54.6,42.5,88.2
"BROWN III, JOHN",2023,MCO,36.0,25.288888888888888,6.0,3.7,1.4,1.1,0.1,0.7,8.4,48.1,0.0,71.4
"LUNDBERG, IFFE",2023,VIR,35.0,19.294761904761906,9.4,2.1,2.0,0.6,0.0,1.3,8.5,54.5,33.6,72.9
"BROWN, STERLING",2023,BER,29.0,24.122413793103448,11.2,3.3,2.4,0.8,0.2,2.0,8.6,45.7,35.7,93.0
"RIVERO, JASIEL",2023,TEL,40.0,15.629166666666666,7.6,3.1,0.9,0.6,0.3,0.9,8.6,56.4,57.1,64.6
"MARINKOVIC, VANJA",2023,BAS,37.0,25.82747747747748,11.0,2.5,1.5,0.3,0.0,1.0,8.7,50.9,38.4,80.6
"GRIGONIS, MARIUS",2023,PAN,41.0,24.70772357723577,9.1,2.7,1.3,0.6,0.0,0.9,8.7,59.6,41.7,90.0
"AVRAMOVIC, ALEKSA",2023,PAR,24.0,18.61180555555556,10.2,1.8,1.8,0.7,0.2,1.3,8.8,67.3,29.5,77.5
"OTURU, DAN",2023,IST,22.0,15.466666666666669,7.2,3.9,0.5,0.3,0.9,0.8,8.8,68.4,0.0,58.5
"BIRUTIS, LAURYNAS",2023,ZAL,34.0,15.115686274509802,7.5,3.7,0.6,0.2,0.4,0.9,8.9,64.5,0.0,61.8
"KOUMADJE, KHALIFA",2023,BER,28.0,16.623214285714287,5.6,5.4,0.2,0.4,0.9,0.9,9.0,62.7,0.0,68.2
"WILLIS, DEREK",2023,IST,26.0,23.041666666666668,7.3,3.7,0.8,0.6,0.3,0.5,9.0,52.9,44.4,94.4
"HALL, DEVON",2023,MIL,32.0,24.0796875,8.2,2.9,1.9,1.0,0.1,1.0,9.1,50.8,38.5,83.8
"DOS SANTOS, YAGO",2023,RED,28.0,19.808333333333334,8.7,2.0,3.9,0.5,0.0,1.9,9.1,46.7,40.2,80.7
"BELINELLI, MARCO",2023,VIR,35.0,22.75619047619048,14.1,1.7,1.7,0.4,0.0,1.3,9.2,43.9,38.2,86.5
"BOLMARO, LEANDRO",2023,MUN,30.0,19.78166666666667,8.4,2.8,3.4,1.0,0.3,2.0,9.2,54.7,30.2,73.2
"PAPANIKOLAOU, KOSTAS",2023,OLY,38.0,25.082894736842103,7.4,3.6,2.7,0.8,0.1,1.2,9.3,55.1,36.2,65.2
"WALKUP, THOMAS",2023,OLY,40.0,26.401666666666664,7.8,3.0,4.8,1.6,0.0,1.8,9.3,47.3,30.2,76.5
"VOIGTMANN, JOHANNES",2023,MIL,34.0,20.21176470588236,7.0,4.4,2.1,0.4,0.4,1.4,9.4,62.5,28.9,67.6
"KAMINSKY, FRANK",2023,PAR,30.0,17.21388888888889,8.9,3.4,1.6,0.4,0.2,0.7,9.5,63.1,40.6,66.0
"JONES, TYRIQUE",2023,IST,34.0,17.53578431372549,7.2,4.3,1.0,0.8,0.4,0.9,9.5,63.4,0.0,66.7
"GUDURIC, MARKO",2023,ULK,37.0,21.472522522522524,9.1,2.5,2.5,0.8,0.0,1.4,9.6,58.3,33.6,90.1
"PARKER, JABARI",2023,BAR,38.0,24.003508771929823,10.6,4.2,0.7,0.6,0.4,1.1,9.6,51.1,38.1,76.7
"BEAUBOIS, RODRIGUE",2023,IST,31.0,23.168817204301074,10.1,2.2,2.3,0.7,0.4,0.9,9.6,51.1,39.2,85.7
"MELLI, NICOLO",2023,MIL,34.0,24.427941176470583,7.3,4.0,2.0,0.9,0.6,1.0,9.6,52.8,38.7,57.7
"INGLIS, DAMIEN",2023,PAM,32.0,20.52552083333333,8.2,4.7,1.7,0.7,0.2,1.4,9.6,53.8,28.0,71.0
"THOMPSON, DARIUS",2023,IST,35.0,25.98190476190476,10.9,2.0,2.8,1.0,0.5,1.6,9.6,51.3,32.8,83.8
"SCOTT, MIKE",2023,ASV,29.0,22.227586206896557,10.4,3.9,1.2,0.4,0.0,0.9,9.7,60.6,34.3,81.6
"NAPIER, SHABAZZ",2023,RED;MIL,28.0,23.06607142857143,10.4,2.1,3.3,1.2,0.0,2.3,9.8,46.2,29.3,84.4
"GIEDRAITIS, ROKAS",2023,RED,34.0,25.420098039215684,10.0,3.8,0.9,0.9,0.1,0.8,9.8,53.8,34.1,81.5
"DOZIER, PJ",2023,PAR,33.0,21.002525252525253,9.2,3.0,3.1,1.3,0.2,2.0,9.9,58.3,29.4,73.3
"DECK, GABRIEL",2023,MAD,28.0,21.22202380952381,9.0,3.2,1.1,0.6,0.0,0.9,9.9,68.4,35.8,87.8
"MOTIEJUNAS, DONATAS",2023,MCO,39.0,17.75982905982906,8.8,3.4,0.9,0.4,0.2,1.1,10.1,60.9,37.7,72.7
"COSTELLO, MATTHEW",2023,BAS,33.0,22.1959595959596,9.7,4.2,1.7,0.7,0.8,1.1,10.2,65.9,31.9,68.4
"OKOBO, ELIE",2023,MCO,37.0,24.832882882882885,11.0,2.6,3.1,0.7,0.0,1.8,10.2,49.2,30.1,82.8
"CORDINIER, ISAIA",2023,VIR,31.0,22.30430107526881,8.6,3.8,2.6,0.9,0.5,1.5,10.4,55.7,33.8,78.0
"SMITS, ROLANDS",2023,ZAL,31.0,22.937634408602158,10.5,4.3,1.2,0.6,0.1,1.3,10.5,62.9,37.5,77.3
"CALATHES, NICK",2023,ULK,38.0,23.69956140350877,7.1,4.2,4.8,1.1,0.2,1.9,10.5,52.3,35.7,51.3
"CABOCLO, BRUNO",2023,PAR,27.0,19.386419753086415,9.4,4.0,0.2,0.6,0.7,1.3,10.5,70.0,50.0,72.6
"BOOKER, DEVIN",2023,MUN,28.0,26.48809523809524,9.7,5.5,1.2,0.4,0.1,1.9,10.6,54.1,30.2,79.2
"HACKETT, DANIEL",2023,VIR,32.0,24.079166666666666,8.1,3.2,3.6,0.9,0.1,1.6,10.7,48.1,39.3,80.3
"FRANCISCO, SYLVAIN",2023,MUN,33.0,19.28989898989899,10.6,1.7,3.2,0.7,0.0,1.3,10.7,43.1,35.4,81.4
"ULANOVAS, EDGARAS",2023,ZAL,34.0,27.998529411764707,7.6,4.1,2.8,0.6,0.1,1.1,10.7,52.9,28.4,86.6
"GRANT, JERIAN",2023,PAN,41.0,27.5869918699187,8.6,2.3,3.5,1.5,0.1,1.1,10.9,49.7,41.6,86.1
"TEODOSIC, MILOS",2023,RED,27.0,21.09938271604938,9.4,2.0,5.9,0.7,0.1,2.0,10.9,49.0,34.0,81.9
"HOWARD, MARKUS",2023,BAS,39.0,23.03589743589744,19.5,1.2,1.6,0.5,0.0,1.9,11.0,48.4,40.0,83.7
"LUWAWU-CABARROT, TIMOTHE",2023,ASV,28.0,28.135714285714283,13.0,3.4,2.3,1.1,0.1,2.3,11.1,51.4,37.6,83.0
"SATORANSKY, TOMAS",2023,BAR,39.0,25.03034188034188,7.0,4.3,4.0,1.1,0.1,1.4,11.3,51.8,36.6,72.1
"BRYANT, ELIJAH",2023,IST,24.0,21.67638888888889,9.7,3.9,2.7,0.7,0.3,1.5,11.5,50.9,38.2,87.2
"NUNN, KENDRICK",2023,PAN,35.0,27.45047619047619,16.0,2.7,3.0,0.9,0.1,3.1,11.7,46.6,41.0,95.9
"DIALLO, ALPHA",2023,MCO,38.0,26.94473684210526,10.6,4.2,1.7,1.1,0.4,1.2,11.8,52.9,38.9,75.0
"LAPROVITTOLA, NICOLAS",2023,BAR,33.0,22.716161616161617,12.3,2.0,4.8,0.5,0.0,2.3,11.9,55.9,38.8,77.9
"MOTLEY, JOHNATHAN",2023,ULK,36.0,18.723148148148148,11.2,4.2,1.1,0.2,0.2,2.0,12.2,65.5,25.0,70.9
"DAVIES, BRANDON",2023,PAM,28.0,22.35892857142857,12.1,3.8,2.0,0.8,0.6,2.0,12.2,54.0,30.6,80.2
"MITROVIC, LUKA",2023,RED,31.0,19.64354838709677,9.4,4.9,1.7,0.6,0.3,1.2,12.3,59.7,33.3,68.5
"WILBEKIN, SCOTTIE",2023,ULK,41.0,24.679674796747967,13.0,2.2,3.3,1.1,0.0,1.7,12.5,42.6,40.1,87.5
"HERNANGOMEZ, WILLY",2023,BAR,38.0,16.235964912280703,11.0,4.8,0.4,0.4,0.4,1.6,12.7,57.5,36.4,70.9
"FALL, YOUSSOUPHA",2023,ASV,31.0,19.71344086021505,8.8,6.6,0.3,0.3,0.6,0.9,12.8,61.3,0.0,59.2
"NEDOVIC, NEMANJA",2023,RED,30.0,21.828333333333333,14.3,1.9,2.6,0.5,0.1,1.7,12.9,54.7,40.8,86.8
"LAUVERGNE, JOFFREY",2023,ASV,31.0,24.66344086021505,12.6,5.2,1.8,0.4,0.2,1.9,13.0,54.5,35.8,72.6
"NUNNALLY, JAMES",2023,PAR,32.0,27.755729166666665,12.3,3.2,2.6,0.6,0.1,1.6,13.0,58.2,43.3,87.0
"LEDAY, ZACH",2023,PAR,29.0,30.06264367816092,10.2,4.6,1.5,0.8,0.1,1.2,13.1,50.7,36.2,88.0
"BROWN, LORENZO",2023,TEL,38.0,29.30570175438596,13.2,2.8,6.1,1.0,0.1,2.6,13.1,45.4,34.5,85.9
"JONES, CHRIS",2023,PAM,33.0,25.795454545454547,12.7,2.1,4.2,1.2,0.0,1.7,13.3,47.7,45.5,80.9
"HEZONJA, MARIO",2023,MAD,38.0,23.308333333333334,13.5,4.6,0.9,1.0,0.1,1.1,13.3,52.2,43.1,92.1
"POIRIER, VINCENT",2023,MAD,37.0,18.35,9.0,5.3,0.6,0.4,1.5,0.8,13.4,67.5,40.0,70.6
"MITOGLOU, KONSTANTINOS",2023,PAN,38.0,28.160087719298243,11.3,6.2,0.9,0.8,0.4,1.0,13.4,55.2,34.5,74.5
"FALL, MOUSTAPHA",2023,OLY,36.0,22.550925925925927,7.2,4.7,2.4,0.2,1.2,1.1,13.4,78.9,0.0,43.9
"LEE, PARIS",2023,ASV,33.0,27.984343434343437,11.5,1.9,5.5,1.7,0.0,2.1,13.7,44.9,35.2,92.5
"COLSON, BONZIE",2023,TEL,40.0,28.4625,12.6,5.3,0.6,1.2,0.4,0.6,14.0,55.1,38.7,79.4
"PUNTER, KEVIN",2023,PAR,28.0,29.12619047619048,15.0,2.6,2.6,1.1,0.2,2.2,14.2,53.1,35.0,90.2
"YABUSELE, GUERSCHON",2023,MAD,27.0,23.589506172839503,10.5,4.9,1.0,0.8,0.2,0.9,14.2,65.2,46.1,86.8
"OJELEYE, SEMI",2023,PAM,27.0,22.183333333333334,13.3,4.4,0.4,0.8,0.2,1.5,14.2,50.8,47.1,86.9
"MILUTINOV, NIKOLA",2023,OLY,27.0,18.10555555555556,7.8,5.6,0.9,0.3,0.6,1.0,14.3,61.0,0.0,82.2
"PETERS, ALEC",2023,OLY,40.0,25.435,13.1,4.8,1.6,0.4,0.1,1.3,14.4,58.6,53.5,87.8
"MUSA, DZANAN",2023,MAD,38.0,21.01622807017544,13.5,2.7,2.2,0.3,0.2,1.2,14.5,61.0,41.3,81.9
"BOLOMBOY, JOEL",2023,RED,33.0,25.48282828282828,10.2,6.0,0.8,0.8,0.7,1.1,14.6,65.8,33.3,81.2
"SEDEKERSKIS, TADAS",2023,BAS,35.0,27.70523809523809,8.8,6.7,1.4,0.5,0.4,1.0,14.7,67.6,38.9,80.6
"CLYBURN, WILL",2023,IST,25.0,28.32333333333333,13.3,4.6,2.0,1.0,0.2,1.5,14.7,50.3,33.1,78.7
"VESELY, JAN",2023,BAR,38.0,21.881140350877192,12.3,4.3,1.3,1.0,0.5,1.1,14.9,61.7,28.6,79.8
"MILLER-MCINTYRE, CODI",2023,BAS,39.0,29.509401709401708,9.6,4.4,7.3,0.9,0.1,2.6,14.9,54.5,29.0,69.8
"TAVARES, WALTER",2023,MAD,34.0,22.883333333333333,9.4,6.5,1.4,0.7,1.5,1.7,14.9,60.7,0.0,73.8
"HAYES-DAVIS, NIGEL",2023,ULK,37.0,31.506306306306307,13.8,4.6,1.7,1.0,0.2,1.2,15.6,56.2,37.2,83.2
"IBAKA, SERGE",2023,MUN,28.0,24.691666666666663,12.6,6.8,1.2,0.5,1.2,1.6,15.8,62.8,48.0,66.7
"SLOUKAS, KOSTAS",2023,PAN,34.0,26.234803921568627,12.7,3.2,5.6,0.8,0.0,2.4,16.1,59.1,41.5,85.3
"THIEMANN, JOHANNES",2023,BER,29.0,24.98333333333333,12.7,5.2,1.9,0.9,0.1,1.7,16.4,53.1,34.4,78.6
"NEBO, JOSH",2023,TEL,39.0,23.727350427350427,11.2,7.1,0.6,0.6,0.9,0.9,16.7,66.9,0.0,71.4
"CAMPAZZO, FACUNDO",2023,MAD,37.0,25.29054054054054,11.5,2.9,6.5,1.3,0.0,2.4,16.7,57.8,32.2,86.6
"SHIELDS, SHAVON",2023,MIL,29.0,30.44022988505747,15.7,3.7,2.8,1.3,0.1,2.0,16.8,59.0,38.9,82.1
"SHENGELIA, TORNIKE",2023,VIR,33.0,27.41868686868687,14.5,5.0,3.3,1.0,0.2,2.7,17.4,58.5,25.5,78.8
"EVANS, KEENAN",2023,ZAL,34.0,27.387254901960784,17.3,2.8,3.9,1.2,0.1,2.3,18.3,52.5,43.5,89.5
"MONEKE, CHIMA",2023,BAS,34.0,24.734803921568627,13.6,6.6,1.4,1.1,0.5,2.0,18.3,60.5,35.3,76.4
"BALDWIN IV, WADE",2023,TEL,30.0,27.552222222222223,17.4,2.5,4.9,1.0,0.2,2.6,19.1,48.3,39.1,84.8
"JAMES, MIKE",2023,MCO,39.0,31.67094017094017,17.9,4.1,5.1,1.2,0.1,2.1,19.4,46.8,37.2,77.2
"LESSORT, MATHIAS",2023,PAN,41.0,29.678048780487803,13.9,6.3,1.4,1.0,0.9,1.8,19.6,62.6,0.0,60.7
"LARKIN, SHANE",2023,IST,35.0,31.64523809523809,16.8,2.8,5.1,1.1,0.1,1.9,19.9,54.8,39.1,90.8
"MATTISSECK, JONAS",2024,BER,29.0,13.328735632183909,2.4,0.8,0.5,0.5,0.0,0.3,0.4,36.8,23.0,85.7
"JACKSON, EDWIN",2024,ASV,22.0,15.02727272727273,3.6,1.5,0.6,0.2,0.0,0.5,1.8,46.2,25.0,100.0
"BELINELLI, MARCO",2024,VIR,30.0,13.73611111111111,6.2,0.5,0.9,0.3,0.0,0.6,2.5,45.3,29.4,81.8
"OUATTARA, YAKUBA",2024,PRS,35.0,14.864285714285714,4.5,1.8,0.3,0.4,0.1,0.5,2.6,49.2,30.4,100.0
"RAPIEQUE, ELIAS",2024,BER,27.0,15.05493827160494,4.2,2.1,1.3,0.6,0.0,1.0,2.6,54.1,16.7,55.6
"MITCHELL, MATTHEW",2024,ZAL,29.0,14.378160919540228,3.2,2.3,0.9,0.3,0.0,0.8,2.7,44.3,16.7,75.9
"AJINCA, MELVIN",2024,ASV,27.0,14.42777777777778,5.4,1.2,0.3,0.1,0.0,0.6,2.7,50.0,42.7,90.9
"HACKETT, DANIEL",2024,VIR,31.0,15.51774193548387,2.5,2.0,1.7,0.4,0.0,0.9,2.9,38.2,36.1,85.7
"LIGHTY, DAVID",2024,ASV,33.0,19.44242424242424,4.4,1.8,1.0,0.5,0.1,0.6,3.2,43.6,40.6,77.8
"RICCI, GIAMPAOLO",2024,MIL,32.0,15.1125,3.6,2.5,0.4,0.4,0.2,0.4,3.2,65.2,44.8,100.0
"SY, BANDJA",2024,PRS,35.0,13.516190476190475,3.1,2.1,0.4,0.4,0.3,0.5,3.4,57.1,45.8,62.5
"GARUBA, USMAN",2024,MAD,27.0,14.096913580246914,3.9,3.1,0.6,0.6,0.4,0.6,3.8,65.5,23.5,50.0
"MIKE, ISIAHA",2024,PAR,23.0,15.357971014492756,3.9,2.4,0.7,0.6,0.1,0.6,4.0,63.2,25.6,57.9
"ABRINES, ALEX",2024,BAR,37.0,17.006756756756758,4.5,2.1,0.7,0.5,0.1,0.3,4.2,50.0,37.9,91.3
"NDIAYE, ELI",2024,MAD,25.0,13.978,3.6,2.4,0.5,0.6,0.1,0.2,4.2,54.5,34.1,66.7
"HARRISON, SHAQUILLE",2024,ASV,34.0,16.351470588235294,5.2,1.6,1.6,1.1,0.2,1.1,4.4,48.3,41.7,57.1
"DAVIDOVAC, DEJAN",2024,RED,28.0,12.549404761904762,3.8,1.8,0.5,0.4,0.2,0.3,4.4,65.9,40.0,82.1
"BROWN, VITTO",2024,MCO,23.0,13.681884057971017,4.4,2.5,0.7,0.4,0.2,0.5,4.4,50.0,27.9,80.0
"GIEDRAITIS, DOVYDAS",2024,ZAL,30.0,24.011666666666667,5.8,1.8,1.9,0.6,0.1,1.1,4.5,46.8,39.1,78.6
"SCHNEIDER, TIM",2024,BER,32.0,19.616666666666667,5.6,3.3,0.4,0.4,0.2,0.9,4.5,56.2,29.2,57.6
"TONUT, STEFANO",2024,MIL,27.0,15.406172839506173,3.2,1.9,1.1,0.3,0.1,0.3,4.5,55.6,45.2,55.6
"POKUSEVSKI, ALEKSEJ",2024,PAR,27.0,12.784567901234569,3.9,2.2,1.2,0.6,1.0,0.5,4.7,60.9,29.5,69.2
"FELIZ, ANDRES",2024,MAD,33.0,14.193939393939392,4.8,1.8,1.6,0.7,0.1,0.7,4.8,54.4,29.2,62.1
"GIEDRAITIS, ROKAS",2024,RED,34.0,15.800980392156864,4.8,2.0,0.8,0.7,0.1,0.3,5.0,51.8,35.3,72.7
"LLULL, SERGIO",2024,MAD,40.0,17.098333333333333,6.6,1.4,2.2,0.4,0.0,0.7,5.1,40.5,29.2,81.2
"OLINDE, LOUIS",2024,BER,23.0,19.06376811594203,5.6,2.8,1.1,0.3,0.5,0.8,5.1,67.2,19.6,75.0
"DIBARTOLOMEO, JOHN",2024,TEL,33.0,17.421212121212122,5.2,1.9,0.7,0.7,0.0,0.2,5.2,33.3,42.7,88.9
"BIRCH, KHEM",2024,ULK,36.0,13.665277777777778,3.5,3.7,0.6,0.4,0.4,0.9,5.2,58.5,0.0,72.5
"VILDOZA, LUCA",2024,OLY,33.0,17.671212121212122,4.8,1.5,2.7,0.7,0.1,1.0,5.2,48.7,36.8,82.4
"SANLI, SERTAC",2024,ULK,33.0,13.07020202020202,5.5,2.4,0.7,0.4,0.5,0.6,5.3,61.8,36.1,78.0
"GIFFEY, NIELS",2024,MUN,25.0,18.192666666666668,6.4,1.8,0.9,0.2,0.2,0.8,5.3,54.5,57.9,77.8
"DUNSTON, BRYANT",2024,ZAL,34.0,15.699019607843136,4.1,3.3,0.9,0.5,0.5,0.6,5.4,62.4,0.0,63.9
"BIRUTIS, LAURYNAS",2024,ZAL,34.0,13.02156862745098,5.3,2.7,0.4,0.1,0.5,0.7,5.4,63.5,0.0,59.6
"PARRA, JOEL",2024,BAR,31.0,14.97956989247312,4.9,2.8,0.6,0.6,0.1,0.4,5.5,58.6,23.9,77.3
"DA SILVA, OSCAR",2024,MUN,25.0,15.460666666666668,4.8,3.1,0.5,0.5,0.2,0.8,5.6,65.2,31.6,68.4
"MITOGLOU, KONSTANTINOS",2024,PAN,39.0,16.146153846153847,6.0,2.9,0.6,0.5,0.1,0.6,5.6,53.3,43.1,66.7
"DIOP, KHALIFA",2024,BAS,32.0,14.4609375,4.1,3.6,0.5,0.3,0.5,0.7,5.8,62.9,0.0,52.8
"ZAGARS, ARTURS",2024,ULK,22.0,14.91439393939394,5.9,1.1,2.3,0.4,0.0,1.3,5.8,42.9,32.4,75.0
"DELOW, MALTE",2024,BER,23.0,18.19855072463768,5.7,2.7,1.6,0.8,0.2,0.7,5.9,62.0,19.6,77.3
"POLONARA, ACHILLE",2024,VIR,33.0,16.242929292929293,4.8,2.8,0.9,0.5,0.4,0.5,6.0,56.1,27.6,79.5
"IBAKA, SERGE",2024,MAD,29.0,12.317816091954022,6.2,3.2,0.7,0.2,0.5,1.2,6.0,63.2,31.7,75.0
"BROOKS, ARMONI",2024,MIL,32.0,15.011979166666666,7.6,2.0,0.8,0.5,0.1,0.5,6.1,45.8,41.3,96.6
"HOWARD, MARKUS",2024,BAS,32.0,22.3390625,12.1,1.3,1.5,0.3,0.0,1.4,6.2,44.4,33.9,85.0
"PAPANIKOLAOU, KOSTAS",2024,OLY,38.0,18.76885964912281,4.8,2.8,2.1,0.6,0.3,0.8,6.2,57.4,34.0,69.2
"BALDWIN, KAMAR",2024,BAS,25.0,21.412,7.1,1.7,3.7,0.9,0.2,0.9,6.4,43.0,30.3,80.0
"DIMITRIJEVIC, NENO",2024,MIL,27.0,16.849382716049384,7.6,1.6,2.9,0.4,0.0,1.5,6.5,45.1,23.7,87.3
"BUTKEVICIUS, ARNAS",2024,ZAL,33.0,22.01313131313131,4.5,3.7,1.2,1.0,0.3,0.7,6.5,46.5,38.0,74.3
"ABALDE, ALBERTO",2024,MAD,39.0,18.87136752136752,5.9,2.4,1.7,0.5,0.0,0.5,6.6,58.9,46.0,88.5
"CANAAN, ISAIAH",2024,RED,35.0,21.01904761904762,10.0,1.5,1.3,0.6,0.0,0.9,6.7,46.8,38.3,86.4
"SMITS, ROLANDS",2024,IST,39.0,18.14145299145299,6.8,2.5,0.9,0.3,0.1,0.9,6.7,67.7,38.6,81.8
"MELLI, NICOLO",2024,ULK,38.0,17.27675438596491,4.9,4.1,1.1,0.6,0.4,0.7,6.8,61.9,37.3,60.7
"COLSON, BONZIE",2024,ULK,39.0,18.449572649572648,6.7,3.5,0.5,0.6,0.3,0.8,6.8,47.8,35.7,65.8
"NWORA, JORDAN",2024,IST,37.0,16.82162162162162,7.6,3.3,0.8,0.5,0.2,1.3,6.8,50.8,34.5,86.5
"OSMANI, ERCAN",2024,IST,39.0,16.582905982905984,6.5,2.9,1.0,0.5,0.2,1.0,6.9,55.7,39.2,92.7
"OBST, ANDREAS",2024,MUN,36.0,23.862962962962964,10.2,1.9,1.5,0.5,0.0,1.2,7.0,41.2,42.5,74.1
"SIRVYDIS, DEIVIDAS",2024,ZAL,34.0,16.54264705882353,8.4,2.6,0.8,0.5,0.1,1.1,7.0,51.5,38.8,69.1
"MCDOWELL-WHITE, WILL",2024,BER,22.0,19.05227272727273,5.7,1.7,3.8,0.6,0.1,1.3,7.0,55.3,35.9,100.0
"GABRIEL, WENYEN",2024,TEL;PAN,32.0,16.525520833333335,6.0,3.9,0.7,0.6,0.9,1.2,7.0,64.1,0.0,41.1
"LEE, PARIS",2024,ASV,26.0,22.016666666666666,8.3,1.5,3.1,0.8,0.0,1.1,7.0,30.0,34.1,84.2
"PAJOLA, ALESSANDRO",2024,VIR,30.0,23.61555555555556,5.4,2.4,4.1,1.2,0.1,1.3,7.2,49.0,34.8,79.2
"WALKUP, THOMAS",2024,OLY,26.0,20.231410256410257,4.0,2.3,4.6,1.0,0.1,1.5,7.2,50.0,34.0,61.5
"MCKISSIC, SHAQUIELLE",2024,OLY,38.0,16.432894736842105,7.6,2.1,1.6,0.5,0.0,1.0,7.2,62.7,31.2,65.2
"MALCOLM, COLLIN",2024,PRS,33.0,18.953535353535354,7.7,2.5,1.2,0.4,0.2,0.7,7.2,55.3,32.7,77.1
"LUWAWU-CABARROT, TIMOTHE",2024,BAS,26.0,24.941025641025643,10.0,3.2,2.0,0.8,0.2,2.0,7.3,43.4,33.7,84.8
